idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,8,0,0.34345944993244815,0.7656834430620001,13398,
M1,mimic4,idea_M1_mean_indicator,1,8,0,0.34259122649717133,0.7665154760764132,13398,
M1,mimic4,idea_M1_mask_interaction,1,8,0,0.3435876674550456,0.7657763759427313,13398,
M1,mimic4,idea_M1_histgb_native,1,8,0,0.40254421457584627,0.8215744580863867,13398,
M1,mimic4,idea_M1_pattern_submodels,1,8,0,0.3330508083727923,0.7613554341924563,13398,
M1,mimic4,idea_M1_spsm_global,1,8,0,0.3324013452317616,0.7612344703139472,13398,
M1,mimic4,idea_M1_ours,1,8,0,0.3336516708026965,0.7617751862649822,13398,
M1,mimic4,idea_M1_rooted_cv,1,8,0,0.3461670804459879,0.7667038227094995,13398,500.0
M1,mimic4,idea_M1_mean_impute,1,8,1,0.3409330020998421,0.7824698880574025,13398,
M1,mimic4,idea_M1_mean_indicator,1,8,1,0.34117282132818894,0.7813392848644117,13398,
M1,mimic4,idea_M1_mask_interaction,1,8,1,0.3342335169018091,0.7780919355492343,13398,
M1,mimic4,idea_M1_histgb_native,1,8,1,0.39653841845573434,0.8244550451001581,13398,
M1,mimic4,idea_M1_pattern_submodels,1,8,1,0.33182532832018347,0.7776087674071198,13398,
M1,mimic4,idea_M1_spsm_global,1,8,1,0.33149308519364684,0.7779769145145774,13398,
M1,mimic4,idea_M1_ours,1,8,1,0.3321599200106665,0.7779815883128143,13398,
M1,mimic4,idea_M1_rooted_cv,1,8,1,0.34229027768027864,0.7827286283878412,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,8,2,0.3558309285982849,0.7741097739551681,13398,
M1,mimic4,idea_M1_mean_indicator,1,8,2,0.3565753478565538,0.7745789777001116,13398,
M1,mimic4,idea_M1_mask_interaction,1,8,2,0.3531867435466372,0.7728223135335471,13398,
M1,mimic4,idea_M1_histgb_native,1,8,2,0.41284334302943343,0.8216045696523329,13398,
M1,mimic4,idea_M1_pattern_submodels,1,8,2,0.3494974575452632,0.7700168376431358,13398,
M1,mimic4,idea_M1_spsm_global,1,8,2,0.3491656097831229,0.7700745191530827,13398,
M1,mimic4,idea_M1_ours,1,8,2,0.3500618794473158,0.7701022199572668,13398,
M1,mimic4,idea_M1_rooted_cv,1,8,2,0.35836593588962956,0.773593889225396,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,8,3,0.3294075513945479,0.7692132863316424,13398,
M1,mimic4,idea_M1_mean_indicator,1,8,3,0.3296819961716278,0.7683539344290047,13398,
M1,mimic4,idea_M1_mask_interaction,1,8,3,0.3277536494013246,0.7655859059220274,13398,
M1,mimic4,idea_M1_histgb_native,1,8,3,0.3973603174903137,0.8199211473239911,13398,
M1,mimic4,idea_M1_pattern_submodels,1,8,3,0.32424193027839293,0.7647573326907051,13398,
M1,mimic4,idea_M1_spsm_global,1,8,3,0.32350259931918096,0.7644056578721554,13398,
M1,mimic4,idea_M1_ours,1,8,3,0.3242151645230177,0.764789365307889,13398,
M1,mimic4,idea_M1_rooted_cv,1,8,3,0.3333208101986626,0.7687977172713432,13398,500.0
M1,mimic4,idea_M1_mean_impute,1,8,4,0.32968366974222174,0.7686317102509655,13397,
M1,mimic4,idea_M1_mean_indicator,1,8,4,0.3312947129934879,0.7671007130109526,13397,
M1,mimic4,idea_M1_mask_interaction,1,8,4,0.3277975573510476,0.7664835230646296,13397,
M1,mimic4,idea_M1_histgb_native,1,8,4,0.4006291268226,0.8193290362174885,13397,
M1,mimic4,idea_M1_pattern_submodels,1,8,4,0.3142453505158706,0.7645758294933634,13397,
M1,mimic4,idea_M1_spsm_global,1,8,4,0.31407283170751105,0.764663266161667,13397,
M1,mimic4,idea_M1_ours,1,8,4,0.3145221063320711,0.7646869932680039,13397,
M1,mimic4,idea_M1_rooted_cv,1,8,4,0.3310173240918259,0.7672726204592678,13397,0.0
