idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,0,3,0,0.35158638447807744,0.7819532273003097,13398,
M1,mimic4,idea_M1_mean_indicator,0,3,0,0.3829474325654401,0.808665484973332,13398,
M1,mimic4,idea_M1_mask_interaction,0,3,0,0.3864245848955851,0.8087164711625765,13398,
M1,mimic4,idea_M1_histgb_native,0,3,0,0.4429831632350003,0.8381701775277515,13398,
M1,mimic4,idea_M1_pattern_submodels,0,3,0,0.3650668176877102,0.7901255606199555,13398,
M1,mimic4,idea_M1_spsm_global,0,3,0,0.36261100625323167,0.787246951094321,13398,
M1,mimic4,idea_M1_ours,0,3,0,0.364129213703595,0.7885145339155112,13398,
M1,mimic4,idea_M1_rooted_cv,0,3,0,0.36313473536140345,0.7911116928327334,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,3,1,0.36180744677383164,0.7868356145933537,13398,
M1,mimic4,idea_M1_mean_indicator,0,3,1,0.39034421727857116,0.8094377323825308,13398,
M1,mimic4,idea_M1_mask_interaction,0,3,1,0.38959230998176664,0.8094241669681361,13398,
M1,mimic4,idea_M1_histgb_native,0,3,1,0.4596124635191822,0.8422241420260129,13398,
M1,mimic4,idea_M1_pattern_submodels,0,3,1,0.36791186856348473,0.7955160263686576,13398,
M1,mimic4,idea_M1_spsm_global,0,3,1,0.3647288472313683,0.7926967000761543,13398,
M1,mimic4,idea_M1_ours,0,3,1,0.3669413707739339,0.7939578846320784,13398,
M1,mimic4,idea_M1_rooted_cv,0,3,1,0.37356582900414864,0.7957990191521422,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,3,2,0.3459223202069892,0.7671425657225803,13398,
M1,mimic4,idea_M1_mean_indicator,0,3,2,0.3685454949889222,0.7954566634312962,13398,
M1,mimic4,idea_M1_mask_interaction,0,3,2,0.3756633256915066,0.793478164841102,13398,
M1,mimic4,idea_M1_histgb_native,0,3,2,0.4385401015456571,0.8315758902003959,13398,
M1,mimic4,idea_M1_pattern_submodels,0,3,2,0.35784435743554494,0.7786600585239336,13398,
M1,mimic4,idea_M1_spsm_global,0,3,2,0.3558505511542317,0.776157467558283,13398,
M1,mimic4,idea_M1_ours,0,3,2,0.35636294894353376,0.7766744922388444,13398,
M1,mimic4,idea_M1_rooted_cv,0,3,2,0.3553847528042655,0.7742472235216078,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,3,3,0.3516405945669656,0.7713697027413025,13398,
M1,mimic4,idea_M1_mean_indicator,0,3,3,0.38764102737666717,0.8058316120551392,13398,
M1,mimic4,idea_M1_mask_interaction,0,3,3,0.3929187622440981,0.81075893534752,13398,
M1,mimic4,idea_M1_histgb_native,0,3,3,0.43881306382003643,0.8379506945064689,13398,
M1,mimic4,idea_M1_pattern_submodels,0,3,3,0.37008636091663727,0.7852768458838401,13398,
M1,mimic4,idea_M1_spsm_global,0,3,3,0.36744145611419454,0.7822987814439037,13398,
M1,mimic4,idea_M1_ours,0,3,3,0.368378144785993,0.7831748336256072,13398,
M1,mimic4,idea_M1_rooted_cv,0,3,3,0.362044883140399,0.7786983323716898,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,3,4,0.37597870193541755,0.7881750033794016,13397,
M1,mimic4,idea_M1_mean_indicator,0,3,4,0.3977560576268865,0.8142693448637944,13397,
M1,mimic4,idea_M1_mask_interaction,0,3,4,0.3960363813442522,0.8110355570080803,13397,
M1,mimic4,idea_M1_histgb_native,0,3,4,0.4391964023576725,0.8417675781639895,13397,
M1,mimic4,idea_M1_pattern_submodels,0,3,4,0.3730184119709287,0.796522752640924,13397,
M1,mimic4,idea_M1_spsm_global,0,3,4,0.37116429955418895,0.7944314021408011,13397,
M1,mimic4,idea_M1_ours,0,3,4,0.37230237296871693,0.7946227019356413,13397,
M1,mimic4,idea_M1_rooted_cv,0,3,4,0.3806614336153712,0.7924278590450182,13397,0.0
