idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,7,0,0.3346319006758741,0.7725705137856619,13398,
M1,mimic4,idea_M1_mean_indicator,1,7,0,0.33547836811166065,0.7714646723880698,13398,
M1,mimic4,idea_M1_mask_interaction,1,7,0,0.3349319787841859,0.7701473010397989,13398,
M1,mimic4,idea_M1_histgb_native,1,7,0,0.39388263253319067,0.8205941145740657,13398,
M1,mimic4,idea_M1_pattern_submodels,1,7,0,0.32901026591592986,0.7698359373930659,13398,
M1,mimic4,idea_M1_spsm_global,1,7,0,0.3287623692349486,0.7699297542625366,13398,
M1,mimic4,idea_M1_ours,1,7,0,0.3295498915754635,0.7701945516637237,13398,
M1,mimic4,idea_M1_rooted_cv,1,7,0,0.3376432762099404,0.7741989921387737,13398,5000.0
M1,mimic4,idea_M1_mean_impute,1,7,1,0.3396098912424798,0.7741724712485886,13398,
M1,mimic4,idea_M1_mean_indicator,1,7,1,0.3405743499175529,0.774501917026744,13398,
M1,mimic4,idea_M1_mask_interaction,1,7,1,0.34052103728585253,0.7734621394129036,13398,
M1,mimic4,idea_M1_histgb_native,1,7,1,0.40355602271875063,0.8233027543433977,13398,
M1,mimic4,idea_M1_pattern_submodels,1,7,1,0.329790630422295,0.7676170417399251,13398,
M1,mimic4,idea_M1_spsm_global,1,7,1,0.3295268815474032,0.7676222855135567,13398,
M1,mimic4,idea_M1_ours,1,7,1,0.3305416962281364,0.7680079878631719,13398,
M1,mimic4,idea_M1_rooted_cv,1,7,1,0.34336623863763066,0.774752164723801,13398,5000.0
M1,mimic4,idea_M1_mean_impute,1,7,2,0.3452446319469996,0.7786998713052556,13398,
M1,mimic4,idea_M1_mean_indicator,1,7,2,0.3448593884458818,0.7784725936166061,13398,
M1,mimic4,idea_M1_mask_interaction,1,7,2,0.33882222503699183,0.7767540608039492,13398,
M1,mimic4,idea_M1_histgb_native,1,7,2,0.41723162620873966,0.8230974492062154,13398,
M1,mimic4,idea_M1_pattern_submodels,1,7,2,0.33583451580351137,0.7722264042583546,13398,
M1,mimic4,idea_M1_spsm_global,1,7,2,0.335412203193391,0.772249944242157,13398,
M1,mimic4,idea_M1_ours,1,7,2,0.3360251746633157,0.772250172232315,13398,
M1,mimic4,idea_M1_rooted_cv,1,7,2,0.3464183166652936,0.7767985188847382,13398,200.0
M1,mimic4,idea_M1_mean_impute,1,7,3,0.3480587243153465,0.7736922954772967,13398,
M1,mimic4,idea_M1_mean_indicator,1,7,3,0.34844377917457403,0.7729004571601649,13398,
M1,mimic4,idea_M1_mask_interaction,1,7,3,0.34426592514305265,0.7682682386284067,13398,
M1,mimic4,idea_M1_histgb_native,1,7,3,0.4277239740236957,0.8236872882434538,13398,
M1,mimic4,idea_M1_pattern_submodels,1,7,3,0.33415013642913954,0.7687446240633238,13398,
M1,mimic4,idea_M1_spsm_global,1,7,3,0.33375344411941915,0.7689530640651774,13398,
M1,mimic4,idea_M1_ours,1,7,3,0.33396765646754223,0.7686560498869824,13398,
M1,mimic4,idea_M1_rooted_cv,1,7,3,0.3483306082360608,0.7719139722457321,13398,200.0
M1,mimic4,idea_M1_mean_impute,1,7,4,0.3387427954488042,0.7646703957008307,13397,
M1,mimic4,idea_M1_mean_indicator,1,7,4,0.3384172468053035,0.7645876074920621,13397,
M1,mimic4,idea_M1_mask_interaction,1,7,4,0.3361738353985457,0.7637813706852742,13397,
M1,mimic4,idea_M1_histgb_native,1,7,4,0.4004950804014688,0.8142950682410972,13397,
M1,mimic4,idea_M1_pattern_submodels,1,7,4,0.32889066721587634,0.7619394399832541,13397,
M1,mimic4,idea_M1_spsm_global,1,7,4,0.32824636487138514,0.7615652817679432,13397,
M1,mimic4,idea_M1_ours,1,7,4,0.3294242618387464,0.7621363863731121,13397,
M1,mimic4,idea_M1_rooted_cv,1,7,4,0.3408678978762487,0.7648625510403709,13397,0.0
