idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,1,0,0.3293002564810529,0.7753735850477012,13398,
M1,mimic4,idea_M1_mean_indicator,1,1,0,0.32905084633231113,0.7739639651970782,13398,
M1,mimic4,idea_M1_mask_interaction,1,1,0,0.3275626051970623,0.77166120304594,13398,
M1,mimic4,idea_M1_histgb_native,1,1,0,0.39659082892261804,0.8185211039479507,13398,
M1,mimic4,idea_M1_pattern_submodels,1,1,0,0.3180320859297795,0.7698707551431035,13398,
M1,mimic4,idea_M1_spsm_global,1,1,0,0.31759010638050483,0.7697228723816826,13398,
M1,mimic4,idea_M1_ours,1,1,0,0.318211492077265,0.7702007395849017,13398,
M1,mimic4,idea_M1_rooted_cv,1,1,0,0.33230380287212524,0.7750570315315932,13398,200.0
M1,mimic4,idea_M1_mean_impute,1,1,1,0.333382128041853,0.7699518319493667,13398,
M1,mimic4,idea_M1_mean_indicator,1,1,1,0.3342128089894723,0.7700524611053065,13398,
M1,mimic4,idea_M1_mask_interaction,1,1,1,0.33133155792969954,0.7675868330440043,13398,
M1,mimic4,idea_M1_histgb_native,1,1,1,0.40737545335432235,0.8221245867037166,13398,
M1,mimic4,idea_M1_pattern_submodels,1,1,1,0.32773013074722784,0.7656151741585467,13398,
M1,mimic4,idea_M1_spsm_global,1,1,1,0.32743107876001026,0.7657861667769664,13398,
M1,mimic4,idea_M1_ours,1,1,1,0.32807281614994344,0.7656283975877046,13398,
M1,mimic4,idea_M1_rooted_cv,1,1,1,0.3355025526023972,0.7692427255607803,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,1,2,0.3420842191357389,0.765939632651998,13398,
M1,mimic4,idea_M1_mean_indicator,1,1,2,0.3442603706031139,0.7672995654450594,13398,
M1,mimic4,idea_M1_mask_interaction,1,1,2,0.33838015393240894,0.7659566179187609,13398,
M1,mimic4,idea_M1_histgb_native,1,1,2,0.4085998441086124,0.8223718705287213,13398,
M1,mimic4,idea_M1_pattern_submodels,1,1,2,0.3283618393096365,0.762508751259717,13398,
M1,mimic4,idea_M1_spsm_global,1,1,2,0.32744478784145076,0.7619553621489714,13398,
M1,mimic4,idea_M1_ours,1,1,2,0.3283534833544498,0.7625882628272821,13398,
M1,mimic4,idea_M1_rooted_cv,1,1,2,0.34394243002912867,0.7669138915942139,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,1,3,0.33767866860182005,0.7705431814214012,13398,
M1,mimic4,idea_M1_mean_indicator,1,1,3,0.33708378125233407,0.7703359953654161,13398,
M1,mimic4,idea_M1_mask_interaction,1,1,3,0.3346558002332448,0.7676824749152403,13398,
M1,mimic4,idea_M1_histgb_native,1,1,3,0.4040915981038728,0.8208975721727069,13398,
M1,mimic4,idea_M1_pattern_submodels,1,1,3,0.33101635758094083,0.7681226954113618,13398,
M1,mimic4,idea_M1_spsm_global,1,1,3,0.3314958366027673,0.7685282329047137,13398,
M1,mimic4,idea_M1_ours,1,1,3,0.331868534969374,0.7684653646186748,13398,
M1,mimic4,idea_M1_rooted_cv,1,1,3,0.33749675878271124,0.7694205008863972,13398,500.0
M1,mimic4,idea_M1_mean_impute,1,1,4,0.35771963941093293,0.7797266705793579,13397,
M1,mimic4,idea_M1_mean_indicator,1,1,4,0.3577022413208011,0.7788044219112982,13397,
M1,mimic4,idea_M1_mask_interaction,1,1,4,0.35522564616642177,0.7769563027692842,13397,
M1,mimic4,idea_M1_histgb_native,1,1,4,0.42037579136238484,0.8209776138173891,13397,
M1,mimic4,idea_M1_pattern_submodels,1,1,4,0.3489779935465883,0.7736899186605136,13397,
M1,mimic4,idea_M1_spsm_global,1,1,4,0.34826425496087954,0.7737235700853662,13397,
M1,mimic4,idea_M1_ours,1,1,4,0.34944804625410725,0.7738329086979807,13397,
M1,mimic4,idea_M1_rooted_cv,1,1,4,0.36050413985963503,0.7792987841569093,13397,1000.0
