idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,9,0,0.35652127563871283,0.7795134468945191,13398,
M1,mimic4,idea_M1_mean_indicator,1,9,0,0.3561042895918735,0.7783868175036615,13398,
M1,mimic4,idea_M1_mask_interaction,1,9,0,0.35254042453403367,0.7774726305679883,13398,
M1,mimic4,idea_M1_histgb_native,1,9,0,0.41662188183111454,0.8232903657774311,13398,
M1,mimic4,idea_M1_pattern_submodels,1,9,0,0.3414007028180865,0.7720698054540395,13398,
M1,mimic4,idea_M1_spsm_global,1,9,0,0.3407837210593978,0.7721560941613399,13398,
M1,mimic4,idea_M1_ours,1,9,0,0.3414708596752894,0.7723353442651374,13398,
M1,mimic4,idea_M1_rooted_cv,1,9,0,0.3576206373258848,0.7787322289747556,13398,200.0
M1,mimic4,idea_M1_mean_impute,1,9,1,0.3324889258691253,0.7622435132097782,13398,
M1,mimic4,idea_M1_mean_indicator,1,9,1,0.3336016962598002,0.7627728778576357,13398,
M1,mimic4,idea_M1_mask_interaction,1,9,1,0.3348212570299616,0.7635602418679188,13398,
M1,mimic4,idea_M1_histgb_native,1,9,1,0.3891761567919057,0.8133487040497949,13398,
M1,mimic4,idea_M1_pattern_submodels,1,9,1,0.32381787359868974,0.7609626930015058,13398,
M1,mimic4,idea_M1_spsm_global,1,9,1,0.32316406737115666,0.7608766267169013,13398,
M1,mimic4,idea_M1_ours,1,9,1,0.3242840274944795,0.7613107199775293,13398,
M1,mimic4,idea_M1_rooted_cv,1,9,1,0.3370110303687657,0.7638581680067453,13398,500.0
M1,mimic4,idea_M1_mean_impute,1,9,2,0.3430527974551496,0.7747522502201103,13398,
M1,mimic4,idea_M1_mean_indicator,1,9,2,0.34269648820022847,0.7740390115099122,13398,
M1,mimic4,idea_M1_mask_interaction,1,9,2,0.33894039610693755,0.7713806177701115,13398,
M1,mimic4,idea_M1_histgb_native,1,9,2,0.40652418214386055,0.8176605964097137,13398,
M1,mimic4,idea_M1_pattern_submodels,1,9,2,0.33094548397377516,0.7717762376915951,13398,
M1,mimic4,idea_M1_spsm_global,1,9,2,0.33055677044315906,0.7715363920454917,13398,
M1,mimic4,idea_M1_ours,1,9,2,0.33161259230927326,0.7719096119339626,13398,
M1,mimic4,idea_M1_rooted_cv,1,9,2,0.3459587502553143,0.7747820599332546,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,9,3,0.33219428893727115,0.7766377858234239,13398,
M1,mimic4,idea_M1_mean_indicator,1,9,3,0.3323590081027823,0.7756454301624254,13398,
M1,mimic4,idea_M1_mask_interaction,1,9,3,0.32826830695424475,0.7721874179413549,13398,
M1,mimic4,idea_M1_histgb_native,1,9,3,0.40634381957727034,0.825307557298059,13398,
M1,mimic4,idea_M1_pattern_submodels,1,9,3,0.3240284598127268,0.7679249139493897,13398,
M1,mimic4,idea_M1_spsm_global,1,9,3,0.3234458206918047,0.7680800042542963,13398,
M1,mimic4,idea_M1_ours,1,9,3,0.324094165112389,0.767940132292429,13398,
M1,mimic4,idea_M1_rooted_cv,1,9,3,0.3323735830898656,0.7748270879894386,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,9,4,0.3398145676918732,0.7685713943496406,13397,
M1,mimic4,idea_M1_mean_indicator,1,9,4,0.3389039130314212,0.7673390392461168,13397,
M1,mimic4,idea_M1_mask_interaction,1,9,4,0.33546841753662243,0.7646847118154716,13397,
M1,mimic4,idea_M1_histgb_native,1,9,4,0.40436059976924565,0.8131525168128793,13397,
M1,mimic4,idea_M1_pattern_submodels,1,9,4,0.3344633050263608,0.7667602062204946,13397,
M1,mimic4,idea_M1_spsm_global,1,9,4,0.333996104183022,0.7667530196450174,13397,
M1,mimic4,idea_M1_ours,1,9,4,0.334735466201929,0.767041452281424,13397,
M1,mimic4,idea_M1_rooted_cv,1,9,4,0.34263111089608067,0.7686738315683446,13397,200.0
