idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,0,7,0,0.3516084662689127,0.7775114120094717,13398,
M1,mimic4,idea_M1_mean_indicator,0,7,0,0.37784640638152794,0.803810818425291,13398,
M1,mimic4,idea_M1_mask_interaction,0,7,0,0.3809239098631503,0.8036194206052641,13398,
M1,mimic4,idea_M1_histgb_native,0,7,0,0.43834487741366773,0.8395516523175334,13398,
M1,mimic4,idea_M1_pattern_submodels,0,7,0,0.36060232055795394,0.7893987222655661,13398,
M1,mimic4,idea_M1_spsm_global,0,7,0,0.35820902446105635,0.7867836554474237,13398,
M1,mimic4,idea_M1_ours,0,7,0,0.3597859285042061,0.7879196665252284,13398,
M1,mimic4,idea_M1_rooted_cv,0,7,0,0.36056833178829106,0.785662928820086,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,7,1,0.37406835637233776,0.7864838542784947,13398,
M1,mimic4,idea_M1_mean_indicator,0,7,1,0.39857322116274235,0.8083563465648753,13398,
M1,mimic4,idea_M1_mask_interaction,0,7,1,0.40188964612033184,0.8096967292018971,13398,
M1,mimic4,idea_M1_histgb_native,0,7,1,0.43808381059303425,0.8390563042784005,13398,
M1,mimic4,idea_M1_pattern_submodels,0,7,1,0.3715704525719669,0.7926378216178787,13398,
M1,mimic4,idea_M1_spsm_global,0,7,1,0.368810982110881,0.789861813455375,13398,
M1,mimic4,idea_M1_ours,0,7,1,0.37216090224879966,0.7914004620334544,13398,
M1,mimic4,idea_M1_rooted_cv,0,7,1,0.38180861108672726,0.793278758949255,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,7,2,0.35823154741293667,0.7828322499146034,13398,
M1,mimic4,idea_M1_mean_indicator,0,7,2,0.3868881476272972,0.8067549151970659,13398,
M1,mimic4,idea_M1_mask_interaction,0,7,2,0.3889239164031926,0.8089790731823897,13398,
M1,mimic4,idea_M1_histgb_native,0,7,2,0.4570059611630575,0.8414633103703547,13398,
M1,mimic4,idea_M1_pattern_submodels,0,7,2,0.37278908255378423,0.7933637992781488,13398,
M1,mimic4,idea_M1_spsm_global,0,7,2,0.37054905176455855,0.7907016721995128,13398,
M1,mimic4,idea_M1_ours,0,7,2,0.37101479021465855,0.7913978401466386,13398,
M1,mimic4,idea_M1_rooted_cv,0,7,2,0.3675951278109528,0.7884968933776099,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,7,3,0.36297877959687325,0.7785772126003094,13398,
M1,mimic4,idea_M1_mean_indicator,0,7,3,0.3938951783283485,0.8096388766993318,13398,
M1,mimic4,idea_M1_mask_interaction,0,7,3,0.3953769176232703,0.8080724703195288,13398,
M1,mimic4,idea_M1_histgb_native,0,7,3,0.44938932399689613,0.8414425347672165,13398,
M1,mimic4,idea_M1_pattern_submodels,0,7,3,0.37326112629173036,0.7890209857530659,13398,
M1,mimic4,idea_M1_spsm_global,0,7,3,0.37068183965991836,0.7865114980851392,13398,
M1,mimic4,idea_M1_ours,0,7,3,0.37112049669134245,0.7867417111470715,13398,
M1,mimic4,idea_M1_rooted_cv,0,7,3,0.3724586593560453,0.7852888438658991,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,7,4,0.3459190556475394,0.7675873183179535,13397,
M1,mimic4,idea_M1_mean_indicator,0,7,4,0.374661625459868,0.8015022794562614,13397,
M1,mimic4,idea_M1_mask_interaction,0,7,4,0.37671553525903395,0.8017916817099943,13397,
M1,mimic4,idea_M1_histgb_native,0,7,4,0.4345416449095506,0.8295396770261723,13397,
M1,mimic4,idea_M1_pattern_submodels,0,7,4,0.3576922507681516,0.7802164984380606,13397,
M1,mimic4,idea_M1_spsm_global,0,7,4,0.35517523240321325,0.777391946130343,13397,
M1,mimic4,idea_M1_ours,0,7,4,0.3563222463675758,0.778153209804086,13397,
M1,mimic4,idea_M1_rooted_cv,0,7,4,0.3568001663611162,0.7766648472082722,13397,0.0
