idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,4,0,0.3530433928567364,0.7793324002974766,13398,
M1,mimic4,idea_M1_mean_indicator,1,4,0,0.3536815784621051,0.7776586103925137,13398,
M1,mimic4,idea_M1_mask_interaction,1,4,0,0.3493762388532724,0.7761762468233437,13398,
M1,mimic4,idea_M1_histgb_native,1,4,0,0.4171974637452278,0.824536675837337,13398,
M1,mimic4,idea_M1_pattern_submodels,1,4,0,0.3413109465871365,0.7743285392627877,13398,
M1,mimic4,idea_M1_spsm_global,1,4,0,0.3408506607198301,0.7741395367670878,13398,
M1,mimic4,idea_M1_ours,1,4,0,0.34167918881924775,0.7744255498980276,13398,
M1,mimic4,idea_M1_rooted_cv,1,4,0,0.3532812111695616,0.7774668133517659,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,4,1,0.33229499491103304,0.7657178552259079,13398,
M1,mimic4,idea_M1_mean_indicator,1,4,1,0.3326399611877473,0.7668506813229379,13398,
M1,mimic4,idea_M1_mask_interaction,1,4,1,0.33129381081991044,0.7629137187776742,13398,
M1,mimic4,idea_M1_histgb_native,1,4,1,0.3877772745833459,0.813349986494433,13398,
M1,mimic4,idea_M1_pattern_submodels,1,4,1,0.31865213719559315,0.760501953391174,13398,
M1,mimic4,idea_M1_spsm_global,1,4,1,0.31830287598381996,0.7603644183284253,13398,
M1,mimic4,idea_M1_ours,1,4,1,0.3190798629994913,0.7608078021879874,13398,
M1,mimic4,idea_M1_rooted_cv,1,4,1,0.3349226335058343,0.766704283142801,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,4,2,0.3508703502129022,0.7766069216557989,13398,
M1,mimic4,idea_M1_mean_indicator,1,4,2,0.3508916681611419,0.7753999132611444,13398,
M1,mimic4,idea_M1_mask_interaction,1,4,2,0.3492217566152121,0.774339702029403,13398,
M1,mimic4,idea_M1_histgb_native,1,4,2,0.42640497810130434,0.8280844489224244,13398,
M1,mimic4,idea_M1_pattern_submodels,1,4,2,0.34148791781888127,0.7748516539289514,13398,
M1,mimic4,idea_M1_spsm_global,1,4,2,0.3403762306617991,0.7749646800497271,13398,
M1,mimic4,idea_M1_ours,1,4,2,0.3412603987903242,0.7749595502711745,13398,
M1,mimic4,idea_M1_rooted_cv,1,4,2,0.35434207593730865,0.7764907891691224,13398,500.0
M1,mimic4,idea_M1_mean_impute,1,4,3,0.32542244333022324,0.7631819776972049,13398,
M1,mimic4,idea_M1_mean_indicator,1,4,3,0.32479072038277196,0.7622275538987258,13398,
M1,mimic4,idea_M1_mask_interaction,1,4,3,0.3225710565047436,0.7610825303282482,13398,
M1,mimic4,idea_M1_histgb_native,1,4,3,0.4021718028553623,0.8145662284904824,13398,
M1,mimic4,idea_M1_pattern_submodels,1,4,3,0.3126121930708217,0.7570947259777744,13398,
M1,mimic4,idea_M1_spsm_global,1,4,3,0.31251326857851475,0.7573680861770878,13398,
M1,mimic4,idea_M1_ours,1,4,3,0.3133148486679982,0.7572855537399307,13398,
M1,mimic4,idea_M1_rooted_cv,1,4,3,0.3277525781753026,0.7618217884152159,13398,5000.0
M1,mimic4,idea_M1_mean_impute,1,4,4,0.3403326177824341,0.7767335759658102,13397,
M1,mimic4,idea_M1_mean_indicator,1,4,4,0.3388839054755652,0.7751908007270989,13397,
M1,mimic4,idea_M1_mask_interaction,1,4,4,0.3372395819053,0.774037013145159,13397,
M1,mimic4,idea_M1_histgb_native,1,4,4,0.39180270777517945,0.8232050529610687,13397,
M1,mimic4,idea_M1_pattern_submodels,1,4,4,0.3398176792517802,0.7721584651299943,13397,
M1,mimic4,idea_M1_spsm_global,1,4,4,0.33972490735136807,0.7721103264815611,13397,
M1,mimic4,idea_M1_ours,1,4,4,0.3405827499525284,0.7724803210460005,13397,
M1,mimic4,idea_M1_rooted_cv,1,4,4,0.3418660667391165,0.7768632765422763,13397,200.0
