idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,0,4,0,0.3913458457085549,0.790150454883496,13398,
M1,mimic4,idea_M1_mean_indicator,0,4,0,0.4178940337227918,0.8124593650337398,13398,
M1,mimic4,idea_M1_mask_interaction,0,4,0,0.418975936609479,0.8124578536981526,13398,
M1,mimic4,idea_M1_histgb_native,0,4,0,0.44737505203937317,0.8402811711539074,13398,
M1,mimic4,idea_M1_pattern_submodels,0,4,0,0.3924128530398074,0.7986063204624573,13398,
M1,mimic4,idea_M1_spsm_global,0,4,0,0.389984582081945,0.7962462986535996,13398,
M1,mimic4,idea_M1_ours,0,4,0,0.39141281115307947,0.7966070801224582,13398,
M1,mimic4,idea_M1_rooted_cv,0,4,0,0.3985413034916583,0.7986375737417704,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,4,1,0.34919590291361585,0.7725352739247601,13398,
M1,mimic4,idea_M1_mean_indicator,0,4,1,0.36842081029807133,0.7998520286877735,13398,
M1,mimic4,idea_M1_mask_interaction,0,4,1,0.3759672576265158,0.7989350807714982,13398,
M1,mimic4,idea_M1_histgb_native,0,4,1,0.42557987037050116,0.830987077118868,13398,
M1,mimic4,idea_M1_pattern_submodels,0,4,1,0.353139300537239,0.7829424261584051,13398,
M1,mimic4,idea_M1_spsm_global,0,4,1,0.3504838650245357,0.7799222975343377,13398,
M1,mimic4,idea_M1_ours,0,4,1,0.35189523958096797,0.7810253139182234,13398,
M1,mimic4,idea_M1_rooted_cv,0,4,1,0.36105432080368366,0.7817819562547305,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,4,2,0.3666276659408127,0.7816179458348962,13398,
M1,mimic4,idea_M1_mean_indicator,0,4,2,0.39503697776640423,0.808918570294239,13398,
M1,mimic4,idea_M1_mask_interaction,0,4,2,0.3946410555360084,0.8082237417892907,13398,
M1,mimic4,idea_M1_histgb_native,0,4,2,0.46530563084642634,0.8468997641840799,13398,
M1,mimic4,idea_M1_pattern_submodels,0,4,2,0.3778367997800041,0.7948636325318473,13398,
M1,mimic4,idea_M1_spsm_global,0,4,2,0.3762990187343004,0.7926489931356153,13398,
M1,mimic4,idea_M1_ours,0,4,2,0.3773486398325035,0.7932747691214918,13398,
M1,mimic4,idea_M1_rooted_cv,0,4,2,0.3760658685182376,0.7882811006931641,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,4,3,0.34056797687828866,0.7701397813357795,13398,
M1,mimic4,idea_M1_mean_indicator,0,4,3,0.37314825798069656,0.8028344534394796,13398,
M1,mimic4,idea_M1_mask_interaction,0,4,3,0.37728461279105335,0.8047808624149503,13398,
M1,mimic4,idea_M1_histgb_native,0,4,3,0.4406958463406465,0.8353542570920756,13398,
M1,mimic4,idea_M1_pattern_submodels,0,4,3,0.34675111670123315,0.7795584822398802,13398,
M1,mimic4,idea_M1_spsm_global,0,4,3,0.3438519541439854,0.7766094865450752,13398,
M1,mimic4,idea_M1_ours,0,4,3,0.34542440368335015,0.7777140988600663,13398,
M1,mimic4,idea_M1_rooted_cv,0,4,3,0.35116598086444795,0.7774877616308181,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,4,4,0.35011243470703385,0.7798604492522254,13397,
M1,mimic4,idea_M1_mean_indicator,0,4,4,0.38113857123448763,0.8080505045147094,13397,
M1,mimic4,idea_M1_mask_interaction,0,4,4,0.37847649101125114,0.8082983272960393,13397,
M1,mimic4,idea_M1_histgb_native,0,4,4,0.43403766525759463,0.8371404502104355,13397,
M1,mimic4,idea_M1_pattern_submodels,0,4,4,0.3646387022826188,0.7888220233175856,13397,
M1,mimic4,idea_M1_spsm_global,0,4,4,0.362369313926914,0.7863717432978053,13397,
M1,mimic4,idea_M1_ours,0,4,4,0.3639794432616098,0.7873438131855409,13397,
M1,mimic4,idea_M1_rooted_cv,0,4,4,0.3586272003670251,0.7866021700035761,13397,0.0
