idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,0,6,0,0.3807546972670009,0.7848974516030423,13398,
M1,mimic4,idea_M1_mean_indicator,0,6,0,0.4101128048264906,0.8128681670521998,13398,
M1,mimic4,idea_M1_mask_interaction,0,6,0,0.4099705146884533,0.8119667551796036,13398,
M1,mimic4,idea_M1_histgb_native,0,6,0,0.43508711390503835,0.8366283585868955,13398,
M1,mimic4,idea_M1_pattern_submodels,0,6,0,0.38251757476742065,0.7942941663586965,13398,
M1,mimic4,idea_M1_spsm_global,0,6,0,0.3798315213752718,0.7915396004142771,13398,
M1,mimic4,idea_M1_ours,0,6,0,0.3814298474543352,0.7924055101584565,13398,
M1,mimic4,idea_M1_rooted_cv,0,6,0,0.38700710970025115,0.7925326334423776,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,6,1,0.35841796380233093,0.7777783350870525,13398,
M1,mimic4,idea_M1_mean_indicator,0,6,1,0.38575599670190436,0.8051488955273289,13398,
M1,mimic4,idea_M1_mask_interaction,0,6,1,0.388174558784998,0.8061938314184914,13398,
M1,mimic4,idea_M1_histgb_native,0,6,1,0.4500520087440392,0.840053647224103,13398,
M1,mimic4,idea_M1_pattern_submodels,0,6,1,0.37043310345163083,0.787092644997608,13398,
M1,mimic4,idea_M1_spsm_global,0,6,1,0.36768198467820634,0.7842127303206448,13398,
M1,mimic4,idea_M1_ours,0,6,1,0.36925487338160196,0.7852520234553995,13398,
M1,mimic4,idea_M1_rooted_cv,0,6,1,0.3674115109283107,0.7853663605195828,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,6,2,0.34721864240682804,0.7716216603645436,13398,
M1,mimic4,idea_M1_mean_indicator,0,6,2,0.37593818475848556,0.8025411441013504,13398,
M1,mimic4,idea_M1_mask_interaction,0,6,2,0.37879536001079644,0.8030428364437936,13398,
M1,mimic4,idea_M1_histgb_native,0,6,2,0.43332217489112074,0.83497941277373,13398,
M1,mimic4,idea_M1_pattern_submodels,0,6,2,0.35579095103532654,0.7854331046383058,13398,
M1,mimic4,idea_M1_spsm_global,0,6,2,0.35313648976962375,0.7826781855654074,13398,
M1,mimic4,idea_M1_ours,0,6,2,0.35460287294381254,0.7833464817157308,13398,
M1,mimic4,idea_M1_rooted_cv,0,6,2,0.35757018012367986,0.7796780060801555,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,6,3,0.35303661208168524,0.7792427443699683,13398,
M1,mimic4,idea_M1_mean_indicator,0,6,3,0.38284420187129753,0.8060025476760193,13398,
M1,mimic4,idea_M1_mask_interaction,0,6,3,0.38426321103917943,0.8044597952750978,13398,
M1,mimic4,idea_M1_histgb_native,0,6,3,0.4534691505971351,0.8386786955793906,13398,
M1,mimic4,idea_M1_pattern_submodels,0,6,3,0.3654850457646378,0.7878183946677206,13398,
M1,mimic4,idea_M1_spsm_global,0,6,3,0.3629553802111375,0.7852205608136101,13398,
M1,mimic4,idea_M1_ours,0,6,3,0.3639949339528706,0.7861116033481951,13398,
M1,mimic4,idea_M1_rooted_cv,0,6,3,0.3626307344526782,0.7848833633700868,13398,0.0
M1,mimic4,idea_M1_mean_impute,0,6,4,0.35377798795198534,0.7803553533428128,13397,
M1,mimic4,idea_M1_mean_indicator,0,6,4,0.3786606676279214,0.8059320617657644,13397,
M1,mimic4,idea_M1_mask_interaction,0,6,4,0.3808368476732563,0.8068052021680643,13397,
M1,mimic4,idea_M1_histgb_native,0,6,4,0.4422529329448436,0.8417509520786599,13397,
M1,mimic4,idea_M1_pattern_submodels,0,6,4,0.36140398100045557,0.7911942491426016,13397,
M1,mimic4,idea_M1_spsm_global,0,6,4,0.35955253549905875,0.7888600950567197,13397,
M1,mimic4,idea_M1_ours,0,6,4,0.36034149997316295,0.7897047458205216,13397,
M1,mimic4,idea_M1_rooted_cv,0,6,4,0.36514369492198023,0.7872684396975023,13397,0.0
