idea,cohort,arm,permuted,seed,fold,auprc,auroc,n_test,kappa_chosen
M1,mimic4,idea_M1_mean_impute,1,6,0,0.35229523397270585,0.7788189739343088,13398,
M1,mimic4,idea_M1_mean_indicator,1,6,0,0.35317275003987164,0.7781965032827349,13398,
M1,mimic4,idea_M1_mask_interaction,1,6,0,0.3507307272611485,0.775054550659969,13398,
M1,mimic4,idea_M1_histgb_native,1,6,0,0.3896280499247934,0.8157848736409385,13398,
M1,mimic4,idea_M1_pattern_submodels,1,6,0,0.34437362002329275,0.7735581003024952,13398,
M1,mimic4,idea_M1_spsm_global,1,6,0,0.3436217479350362,0.7737286816134903,13398,
M1,mimic4,idea_M1_ours,1,6,0,0.3446861906121003,0.7737096901134699,13398,
M1,mimic4,idea_M1_rooted_cv,1,6,0,0.3540225131422165,0.7784354939158762,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,6,1,0.34493085517262123,0.7710042060194303,13398,
M1,mimic4,idea_M1_mean_indicator,1,6,1,0.34463163703131255,0.7711719212793303,13398,
M1,mimic4,idea_M1_mask_interaction,1,6,1,0.3430270676785027,0.76963877296381,13398,
M1,mimic4,idea_M1_histgb_native,1,6,1,0.41022384711196286,0.8238994330853731,13398,
M1,mimic4,idea_M1_pattern_submodels,1,6,1,0.33639853490724514,0.7652859278717796,13398,
M1,mimic4,idea_M1_spsm_global,1,6,1,0.33598698581178604,0.7653237742379899,13398,
M1,mimic4,idea_M1_ours,1,6,1,0.3365242452135991,0.7654434120733443,13398,
M1,mimic4,idea_M1_rooted_cv,1,6,1,0.34792219320013007,0.7701649742482266,13398,0.0
M1,mimic4,idea_M1_mean_impute,1,6,2,0.33104361661484333,0.7662090600210879,13398,
M1,mimic4,idea_M1_mean_indicator,1,6,2,0.32967314376090945,0.7645418819914963,13398,
M1,mimic4,idea_M1_mask_interaction,1,6,2,0.32789756792353664,0.763878430632028,13398,
M1,mimic4,idea_M1_histgb_native,1,6,2,0.3979097458745508,0.8120440588700226,13398,
M1,mimic4,idea_M1_pattern_submodels,1,6,2,0.32085864223845073,0.7629413625843187,13398,
M1,mimic4,idea_M1_spsm_global,1,6,2,0.3206437619762814,0.7629972201730024,13398,
M1,mimic4,idea_M1_ours,1,6,2,0.32162557566094296,0.7633786477071571,13398,
M1,mimic4,idea_M1_rooted_cv,1,6,2,0.3323108291997219,0.7659710952937873,13398,200.0
M1,mimic4,idea_M1_mean_impute,1,6,3,0.3390207512988143,0.773221695292636,13398,
M1,mimic4,idea_M1_mean_indicator,1,6,3,0.33866667738137823,0.7723539362529259,13398,
M1,mimic4,idea_M1_mask_interaction,1,6,3,0.3340759142700303,0.7700703583327012,13398,
M1,mimic4,idea_M1_histgb_native,1,6,3,0.4098291568928586,0.8216226663711153,13398,
M1,mimic4,idea_M1_pattern_submodels,1,6,3,0.32972299572012326,0.7679062187564425,13398,
M1,mimic4,idea_M1_spsm_global,1,6,3,0.32931350611910193,0.767830526024022,13398,
M1,mimic4,idea_M1_ours,1,6,3,0.33002666264535685,0.7680339502424021,13398,
M1,mimic4,idea_M1_rooted_cv,1,6,3,0.3388022036005703,0.7726838665101666,13398,1000.0
M1,mimic4,idea_M1_mean_impute,1,6,4,0.3345455859053284,0.7751085828814631,13397,
M1,mimic4,idea_M1_mean_indicator,1,6,4,0.3357097189381564,0.774727836971965,13397,
M1,mimic4,idea_M1_mask_interaction,1,6,4,0.33074961917197093,0.772215644034087,13397,
M1,mimic4,idea_M1_histgb_native,1,6,4,0.4014710025361985,0.8214279440291251,13397,
M1,mimic4,idea_M1_pattern_submodels,1,6,4,0.32398620518793503,0.771142848017047,13397,
M1,mimic4,idea_M1_spsm_global,1,6,4,0.3232544791206421,0.7709076302609583,13397,
M1,mimic4,idea_M1_ours,1,6,4,0.32398335837700243,0.7712168811517229,13397,
M1,mimic4,idea_M1_rooted_cv,1,6,4,0.3372580336841987,0.7752570484050081,13397,0.0
