dataset,fold,arm,n_patterns,worst_logloss,median_logloss,worst_auprc,median_auprc,small_mean_logloss,small_mean_auprc,n_small,pooled_auprc
sweep_42739,0,mean_indicator,28,0.7663105471895352,0.55554670565921,0.28416689343183454,0.6225919708917705,0.5465145556537458,0.6449444787712173,11,0.6177402254052177
sweep_42739,0,histgb_native,28,0.5865936396818393,0.40847432541974193,0.373533605031485,0.8299583623935134,0.3892030427595957,0.779761703180807,11,0.8235268880129794
sweep_42739,0,family_cv,28,0.7350717823330214,0.5822059327796458,0.2624110049199462,0.5921972877675983,0.6097176910004648,0.5827910437885527,11,0.6229646463013511
sweep_42739,1,mean_indicator,29,0.844640053096986,0.5365986179074014,0.25580112139322664,0.6340940316868783,0.5440342906545425,0.5865027714456269,10,0.6254049611556949
sweep_42739,1,histgb_native,29,0.5995236882123272,0.38420147587472153,0.31438874707736597,0.8212786751655534,0.40421467301251635,0.6962892525898733,10,0.8293109592867363
sweep_42739,1,family_cv,29,0.7656699831782257,0.575889931699687,0.34161121147235013,0.5986337402160998,0.5852227668799599,0.5727758062271177,10,0.6325379764540633
sweep_42739,2,mean_indicator,28,0.8721000308363175,0.5358820873940902,0.2846395711288026,0.5865189896968404,0.5592439426593533,0.5622027295060239,10,0.6163455067785144
sweep_42739,2,histgb_native,28,0.6320255501003921,0.393424374420755,0.3817705547660791,0.815491219940458,0.41335034744537485,0.7100365566119661,10,0.8207441902847151
sweep_42739,2,family_cv,28,0.847667909346294,0.6075831521597386,0.22868414791561967,0.5639078440470489,0.6195205166442153,0.49430106981832267,10,0.6151432318835679
