dataset,fold,extra_missing,arm,auprc,logloss
cand_acs_income,0,0.0,mean_indicator,0.7425507117518658,0.3553786990837598
cand_acs_income,0,0.0,histgb_native,0.7980811830080085,0.32234711967434215
cand_acs_income,0,0.0,family_cv,0.7350098649340385,0.3715970514012466
cand_acs_income,0,0.1,mean_indicator,0.7115924848782021,0.3872867274209078
cand_acs_income,0,0.1,histgb_native,0.7574412022815349,0.356455571457452
cand_acs_income,0,0.1,family_cv,0.3097481836850707,0.5615483361938364
cand_acs_income,0,0.3,mean_indicator,0.6269792800494766,0.49821449454248107
cand_acs_income,0,0.3,histgb_native,0.6693823816732688,0.4394224454241808
cand_acs_income,0,0.3,family_cv,0.26554647063236064,0.5786540624693985
cand_acs_income,1,0.0,mean_indicator,0.7407319266202497,0.361404893681929
cand_acs_income,1,0.0,histgb_native,0.8011590944615313,0.324857085391564
cand_acs_income,1,0.0,family_cv,0.736983212412346,0.3735844228291223
cand_acs_income,1,0.1,mean_indicator,0.7049023709446748,0.39873749029343397
cand_acs_income,1,0.1,histgb_native,0.7603766102332633,0.35832022395557744
cand_acs_income,1,0.1,family_cv,0.3134563238475575,0.5613536562704873
cand_acs_income,1,0.3,mean_indicator,0.6268083614339884,0.5211444601712397
cand_acs_income,1,0.3,histgb_native,0.6767455522094747,0.44415287931379743
cand_acs_income,1,0.3,family_cv,0.265531212484994,0.5785788648053655
cand_acs_income,2,0.0,mean_indicator,0.7443715992566174,0.3593994021480499
cand_acs_income,2,0.0,histgb_native,0.8042555008528716,0.3217512933155864
cand_acs_income,2,0.0,family_cv,0.7384202171287826,0.37410267228835137
cand_acs_income,2,0.1,mean_indicator,0.7070042027138677,0.3959571870691186
cand_acs_income,2,0.1,histgb_native,0.7545958943599287,0.3642909600062789
cand_acs_income,2,0.1,family_cv,0.31406810504895616,0.56172289578986
cand_acs_income,2,0.3,mean_indicator,0.6299836552596704,0.5123280869604036
cand_acs_income,2,0.3,histgb_native,0.6657077387191199,0.45161808150922716
cand_acs_income,2,0.3,family_cv,0.2654913728432108,0.5786586544330705
