dataset,fold,coverage,rule,auprc,auroc,logloss,prevalence,full_auroc
cand_airbnb,0,0.5,tree_confidence,0.9897183474452793,0.9881297668632012,0.11328642481177688,0.5212239388030598,0.9355564878395103
cand_airbnb,0,0.5,lattice_support,0.9510186193167525,0.9238224225475516,0.3434314744115783,0.608219589020549,0.9355564878395103
cand_airbnb,0,0.5,pattern_depth,0.9510186193167525,0.9238224225475516,0.3434314744115783,0.608219589020549,0.9355564878395103
cand_airbnb,0,0.5,random,0.941004697115192,0.9362334992453147,0.32403779979160446,0.49737513124343785,0.9355564878395103
cand_airbnb,0,0.7,tree_confidence,0.9747050609379085,0.9725207326016746,0.20036725497163693,0.5012321868638165,0.9355564878395103
cand_airbnb,0,0.7,lattice_support,0.9419257481342009,0.9376975497924444,0.3212869532259831,0.50391085395907,0.9355564878395103
cand_airbnb,0,0.7,pattern_depth,0.94209018342211,0.93541382467468,0.3264911215719852,0.5148398157077039,0.9355564878395103
cand_airbnb,0,0.7,random,0.9402137197572757,0.9363738412933539,0.3238922182906175,0.4972677595628415,0.9355564878395103
cand_airbnb,0,0.9,tree_confidence,0.9531928266464265,0.9502270171002205,0.2861470970364044,0.4985833333333333,0.9355564878395103
cand_airbnb,0,0.9,lattice_support,0.9420666646438736,0.9368659260441343,0.323266779701512,0.5063333333333333,0.9355564878395103
cand_airbnb,0,0.9,pattern_depth,0.9408342081464184,0.9360744340323042,0.3250991805443314,0.5045833333333334,0.9355564878395103
cand_airbnb,0,0.9,random,0.9397199198502105,0.9362188583342066,0.3245980608314954,0.49683333333333335,0.9355564878395103
cand_airbnb,1,0.5,tree_confidence,0.9855980160535867,0.9849429137333175,0.12472673282911206,0.5,0.930966233359215
cand_airbnb,1,0.5,lattice_support,0.9477391669176672,0.9205776381054492,0.3494364817250896,0.6071107110711071,0.930966233359215
cand_airbnb,1,0.5,pattern_depth,0.9477391669176672,0.9205776381054492,0.3494364817250896,0.6071107110711071,0.930966233359215
cand_airbnb,1,0.5,random,0.933942621535271,0.9312652600909581,0.3357822385992938,0.4975997599759976,0.930966233359215
cand_airbnb,1,0.7,tree_confidence,0.9694797091628883,0.9685406810644963,0.2119290020716296,0.49287474552662597,0.930966233359215
cand_airbnb,1,0.7,lattice_support,0.936586391081016,0.9323717329842172,0.3326711248205571,0.5066966677381335,0.930966233359215
cand_airbnb,1,0.7,pattern_depth,0.9380886090815064,0.9309488077525405,0.33580447497096877,0.51966141647916,0.930966233359215
cand_airbnb,1,0.7,random,0.9322474572379439,0.9290556172539257,0.3402270325705973,0.49941069323904425,0.930966233359215
cand_airbnb,1,0.9,tree_confidence,0.9474096517867954,0.9456508306133184,0.29699609428118856,0.4961246770564214,0.930966233359215
cand_airbnb,1,0.9,lattice_support,0.9358585136795041,0.9314216117113524,0.334692519738372,0.5052921076756396,0.930966233359215
cand_airbnb,1,0.9,pattern_depth,0.9358413586188052,0.9314643655881458,0.33476012662922766,0.506458871572631,0.930966233359215
cand_airbnb,1,0.9,random,0.9331539102998831,0.9306041319551813,0.33654452743996077,0.49754146178848235,0.930966233359215
cand_airbnb,2,0.5,tree_confidence,0.9865562950855,0.9852887878547701,0.12041860801115001,0.5115511551155115,0.9360576937140547
cand_airbnb,2,0.5,lattice_support,0.9519211206957594,0.9252772405071362,0.3394326850129752,0.6132613261326133,0.9360576937140547
cand_airbnb,2,0.5,pattern_depth,0.9519211206957594,0.9252772405071362,0.3394326850129752,0.6132613261326133,0.9360576937140547
cand_airbnb,2,0.5,random,0.9391003480282735,0.9359669250822777,0.32559856063059267,0.501950195019502,0.9360576937140547
cand_airbnb,2,0.7,tree_confidence,0.9723343678963288,0.971269847976076,0.20084431679848197,0.4971606128790314,0.9360576937140547
cand_airbnb,2,0.7,lattice_support,0.9423239149824503,0.9382773044553145,0.319851557250876,0.5074466945248045,0.9360576937140547
cand_airbnb,2,0.7,pattern_depth,0.9434473255073134,0.9367008636179215,0.3235592483003657,0.5207328833172613,0.9360576937140547
cand_airbnb,2,0.7,random,0.9393258628032815,0.9364000501464441,0.3244387716311236,0.5001607200257152,0.9360576937140547
cand_airbnb,2,0.9,tree_confidence,0.9519342191190356,0.9504340120725668,0.2839096881545116,0.4973747812317693,0.9360576937140547
cand_airbnb,2,0.9,lattice_support,0.9402376703316152,0.936073270104807,0.3246739468199454,0.5058754896241353,0.9360576937140547
cand_airbnb,2,0.9,pattern_depth,0.9399798145924643,0.9357188013831007,0.3257336923230356,0.5075422951912659,0.9360576937140547
cand_airbnb,2,0.9,random,0.9383401586267959,0.9356867234966825,0.3256826373207603,0.4991249270772564,0.9360576937140547
