dataset,variable,obs_frac,stat,windows,window_size,pre_mean,pre_sd,post_first,delay_windows,max_abs_z
cand_acs_income,0,1.0,lattice_unfitted,32,500,0.12837500000000002,0.016081337231793676,1.0,0,54.20102740440951
cand_acs_income,0,1.0,pred_mean_shift,32,500,0.26426813231342505,0.012214775341720382,0.2974911861669772,9,4.4950437993132555
cand_acs_income,0,1.0,pred_ks,32,500,0.05375000000000002,0.01953042598257525,0.082,11,3.289738793066924
cand_acs_income,29,1.0,lattice_unfitted,32,500,0.12837500000000002,0.016081337231793676,1.0,0,54.20102740440951
cand_acs_income,29,1.0,pred_mean_shift,32,500,0.26426813231342505,0.012214775341720382,0.2895148493971558,11,3.5382917973538075
cand_acs_income,29,1.0,pred_ks,32,500,0.05375000000000002,0.01953042598257525,0.045999999999999985,-1,2.5729085502196547
cand_acs_income,28,1.0,lattice_unfitted,32,500,0.12837500000000002,0.016081337231793676,1.0,0,54.20102740440951
cand_acs_income,28,1.0,pred_mean_shift,32,500,0.26426813231342505,0.012214775341720382,0.2928149592391886,11,3.8352446227205284
cand_acs_income,28,1.0,pred_ks,32,500,0.05375000000000002,0.01953042598257525,0.05199999999999999,-1,2.9825258318466648
cand_acs_income,27,1.0,lattice_unfitted,32,500,0.12837500000000002,0.016081337231793676,1.0,0,54.20102740440951
cand_acs_income,27,1.0,pred_mean_shift,32,500,0.26426813231342505,0.012214775341720382,0.28725712696992617,11,3.3661078063857732
cand_acs_income,27,1.0,pred_ks,32,500,0.05375000000000002,0.01953042598257525,0.03999999999999998,-1,2.5729085502196547
