dataset,delta,prev,family_choice,mean_impute,mean_indicator,mask_interaction,histgb,ours,exact0,exact_cv,family_cv
sweep_42739,0.0,0.37848333333333334,"('support', 10000)",0.7300882831116432,0.729595024381795,0.7297040995335853,0.7141917891166006,0.7188782504998859,0.6854550115316526,0.6981091205457521,0.718871298035329
sweep_42739,0.25,0.37951666666666667,"('support', 10000)",0.7148357667091471,0.7152572378538585,0.7152999315806206,0.7047954121098953,0.7048936063806546,0.6780251901643719,0.6933928582275632,0.7050194941169471
sweep_42739,0.5,0.3825,"('exact', 100)",0.677651458857496,0.6764115695318837,0.6764202987345785,0.676091779322223,0.6713209907929635,0.6780474047657583,0.6891486184672677,0.6891486184672677
sweep_42739,1.0,0.38556666666666667,"('exact', 100)",0.6184854227340835,0.6165688486991199,0.6165168929813732,0.6396298800581194,0.620291980454436,0.6817731368050259,0.682829808868068,0.682829808868068
