dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
colic,368,50,0.016960168624450992,0.025348567398601713,0.009460518182980477,0.011056416063628616,0.04668617106008962,-0.008388398774150721,0.8235294117647058
