dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
primary-tumor,339,50,0.005683924026211688,0.004176726829309828,0.002683429253521067,0.00023408095451272982,0.011012637279608902,0.0015071971969018603,0.27450980392156865
