dataset,n,d,iota,cov30,eff_pat,n_pat,miss,prev,het,het_null,het_excess,tuned_indicator,tuned_impute,safe_adaptive,safe_oracle,delta,p,wins,n_folds
mimic4,40000,42,0.2269500236168852,0.873375,135.20051824337833,1594,0.23564464285714284,0.10925,1.2543926719240086,1.2354259416417674,0.018966730282241162,0.3851252027844495,0.3585127081576191,0.3851252027844495,0.3851252027844495,0.0,1.0,0,10
