dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
mimic4,40000,50,0.0,6.684117110890629e-05,0.00016242287053856572,0.0,0.0005676064877052044,-6.684117110890629e-05,0.9803921568627451
