dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
Diabetes130US,20000,50,0.0007930686100088569,0.000778871207184267,0.0003826005313035217,0.0001974354201523726,0.0014786842518245697,1.4197402824589847e-05,0.43137254901960786
