dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
hypothyroid,3772,50,0.0017710685500497887,0.0006338775473943323,0.0030586292334118274,-0.004247281229099074,0.005924248450598551,0.0011371910026554564,0.39215686274509803
