dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
vote,435,50,0.002205745971523861,0.002790137080040766,0.0024267406853065838,3.781512605042005e-05,0.00870666289818017,-0.0005843911085169047,0.49019607843137253
