dataset,delta,prev,family_choice,mean_impute,mean_indicator,mask_interaction,histgb,ours,exact0,exact_cv,family_cv
cand_higgs,0.0,0.3655,"('exact', 100)",0.7358839523815244,0.735466992036981,0.7354059350290386,0.7257883812530437,0.6955960379209294,0.7333535295741581,0.7334013421866856,0.7334013421866856
cand_higgs,0.25,0.36278333333333335,"('exact', 10)",0.7155308354917007,0.7157993404731677,0.715791623107007,0.710589796913906,0.6795301016340788,0.7244470429228895,0.7244510970252546,0.7244510970252546
cand_higgs,0.5,0.36178333333333335,"('exact', 10)",0.6897674841931754,0.6922443197913585,0.6922683800497649,0.7068367422859823,0.6671956755623609,0.7268960458357996,0.726905579011575,0.726905579011575
cand_higgs,1.0,0.35946666666666666,"('exact', 0)",0.6248071036892127,0.6316489780501973,0.6316718942397282,0.6937630812099282,0.6192567009254162,0.7188895056249074,0.7188895056249074,0.7188895056249074
