dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
hepatitis,155,50,0.029542682068824985,0.034237619936920545,0.018131552016021596,0.00530759121830553,0.06323678386816482,-0.0046949378680955604,0.6078431372549019
