dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
sick,3772,50,0.0034068247379839636,0.012731239552412043,0.00597893388866599,0.005295577898392699,0.027815084491581266,-0.00932441481442808,0.9803921568627451
