dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
support2,9105,50,-7.401486830834377e-18,0.0013706863190434404,0.000562024991198889,0.0002504078389291964,0.0024723545629652646,-0.0013706863190434478,1.0
