method,median_diff,p_raw,n_pairs,n_dropped,p_holm,cohort,feature_set
mask_interaction,-0.015840413747860355,1.7763568394002505e-14,50,0,1.0658141036401503e-13,ovarian,baseline
mean_impute,-0.014167354100646803,4.440892098500626e-14,50,0,2.220446049250313e-13,ovarian,baseline
mean_indicator,-0.006921991765847305,3.623269506647375e-08,50,0,1.44930780265895e-07,ovarian,baseline
histgb_native,0.008920347648124001,9.051156624195755e-08,50,0,2.7153469872587266e-07,ovarian,baseline
pattern_submodels,0.0002922757921954011,0.001235703558341683,50,0,0.002471407116683366,ovarian,baseline
spsm_global,0.00032251887845790445,0.020120643634562896,50,0,0.020120643634562896,ovarian,baseline
