dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
heart-4site,920,50,0.002088725334219288,0.0028112458291021758,0.0014692915787514805,0.00017619669084050385,0.005151055487572096,-0.0007225204948828876,0.6470588235294118
