dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
eucalyptus,736,50,0.0030991098286027013,0.006001029045789054,0.0017681348898992255,0.0037273731012882863,0.008978653721918776,-0.0029019192171863524,0.9803921568627451
