dataset,n,B,ceiling_real,perm_mean,perm_sd,perm_lo,perm_hi,excess,p
cylinder-bands,540,50,0.007532804008622455,0.03176558622562165,0.013390997809369013,0.012490949294443008,0.060620957454143864,-0.024232782216999198,0.9803921568627451
