dataset,slice,q,draw,k,fold,arm,auprc,prevalence,n,p,permuted
sweep_42136,holdout,1.0,0,11,0,mean_impute,0.9984435085444551,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,0,mean_indicator,0.9985243820731476,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,0,family_cv,0.998286367360689,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,0,histgb_native,1.0,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,1,mean_impute,0.9984343309982521,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,1,mean_indicator,0.9994755785655075,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,1,family_cv,0.9986072391887685,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,1,histgb_native,0.9999998197477189,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,2,mean_impute,0.9982024553964941,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,2,mean_indicator,0.9983628636189881,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,2,family_cv,0.9980499016484996,0.4995,20000,11,-1
sweep_42136,holdout,1.0,0,11,2,histgb_native,0.998017252944555,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,0,mean_impute,0.9979306057282515,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,0,mean_indicator,0.9979201842030377,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,0,family_cv,0.9980257261102585,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,0,histgb_native,0.9999939404093849,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,1,mean_impute,0.9981184851069583,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,1,mean_indicator,0.9985249083171523,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,1,family_cv,0.9983202330093667,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,1,histgb_native,0.9998476129695114,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,2,mean_impute,0.9972700893394215,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,2,mean_indicator,0.9974448626065917,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,2,family_cv,0.9977414029984918,0.4995,20000,11,-1
sweep_42136,holdout,0.5,0,6,2,histgb_native,0.999741082494781,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,0,mean_impute,0.6540960108251447,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,0,mean_indicator,0.6804361773648888,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,0,family_cv,0.6918437411252905,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,0,histgb_native,0.7448932917500714,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,1,mean_impute,0.6651602719113905,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,1,mean_indicator,0.6918652163418653,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,1,family_cv,0.7055225038287719,0.4995,20000,11,-1
sweep_42136,holdout,0.5,1,6,1,histgb_native,0.7538424576520846,0.4995,20000,11,-1
