dataset,slice,q,draw,k,fold,arm,auprc,prevalence,n,p,permuted
sweep_41275,holdout,1.0,0,8,0,mean_impute,0.7409979022526554,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,0,mean_indicator,0.7411188277121304,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,0,family_cv,0.74085202575035,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,0,histgb_native,0.779136867886481,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,1,mean_impute,0.747433147373028,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,1,mean_indicator,0.7482728687956539,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,1,family_cv,0.7453352609789514,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,1,histgb_native,0.7873252091926337,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,2,mean_impute,0.7394291302464485,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,2,mean_indicator,0.7398435292380712,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,2,family_cv,0.7381131306855444,0.4684,20000,8,2
sweep_41275,holdout,1.0,0,8,2,histgb_native,0.7888957275665229,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,0,mean_impute,0.7366111020323629,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,0,mean_indicator,0.7363892279570778,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,0,family_cv,0.7363677736045046,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,0,histgb_native,0.764615459584003,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,1,mean_impute,0.740692208998886,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,1,mean_indicator,0.7423554571443267,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,1,family_cv,0.7401202848530923,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,1,histgb_native,0.7719600006598639,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,2,mean_impute,0.7361849655075756,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,2,mean_indicator,0.7363450865143752,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,2,family_cv,0.7364197468824767,0.4684,20000,8,2
sweep_41275,holdout,0.5,0,4,2,histgb_native,0.7670587002167771,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,0,mean_impute,0.7394322917910519,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,0,mean_indicator,0.7397850549642775,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,0,family_cv,0.7395844708430404,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,0,histgb_native,0.7716746574686926,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,1,mean_impute,0.7459900939094133,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,1,mean_indicator,0.7467191402391204,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,1,family_cv,0.7454684084545857,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,1,histgb_native,0.7864047341207001,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,2,mean_impute,0.7382891218307338,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,2,mean_indicator,0.7387573978229864,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,2,family_cv,0.7389509331853314,0.4684,20000,8,2
sweep_41275,holdout,0.5,1,4,2,histgb_native,0.7797299527697344,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,0,mean_impute,0.5108018760991246,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,0,mean_indicator,0.5058567583251424,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,0,family_cv,0.5087396164684164,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,0,histgb_native,0.6334187418711792,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,1,mean_impute,0.5138853863159558,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,1,mean_indicator,0.5055701601893859,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,1,family_cv,0.5094336523095538,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,1,histgb_native,0.6384088829806525,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,2,mean_impute,0.5094684753548233,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,2,mean_indicator,0.5081000159180815,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,2,family_cv,0.5054577561886173,0.4684,20000,8,2
sweep_41275,holdout,0.25,0,2,2,histgb_native,0.64095227723145,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,0,mean_impute,0.4810285486412031,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,0,mean_indicator,0.471996291792611,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,0,family_cv,0.4794063052724084,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,0,histgb_native,0.661249145883795,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,1,mean_impute,0.4882258044917714,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,1,mean_indicator,0.47533602989552515,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,1,family_cv,0.47007613692983813,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,1,histgb_native,0.6371685793955704,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,2,mean_impute,0.4920996983108432,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,2,mean_indicator,0.4872875870090626,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,2,family_cv,0.4819181377850128,0.4684,20000,8,2
sweep_41275,holdout,0.25,1,2,2,histgb_native,0.6504376976489815,0.4684,20000,8,2
