method,median_diff,p_raw,n_pairs,n_dropped,p_holm,cohort,feature_set
mean_impute,-0.006837549927225517,5.453415496958769e-13,50,0,3.2720492981752614e-12,prostate,baseline
mask_interaction,-0.005754378294063792,1.192391962945294e-09,50,0,5.96195981472647e-09,prostate,baseline
spsm_global,0.0007468090079445489,1.7394549622906652e-07,50,0,6.957819849162661e-07,prostate,baseline
mean_indicator,-0.003552302781486938,0.0005294876867694143,50,0,0.0015884630603082428,prostate,baseline
histgb_native,0.0022079053023842388,0.006131180232502587,50,0,0.012262360465005173,prostate,baseline
pattern_submodels,7.210987873484953e-05,0.04294367729928261,50,0,0.04294367729928261,prostate,baseline
