cohort,feature_set,subsample_n,pattern_size,ancestor_size,n_shared,mean_abs_diff
prostate,baseline,40000,68,67,67,0.007200410655521638
prostate,baseline,40000,68,67,67,0.045519400477535
prostate,baseline,40000,68,65,65,0.04338866530429903
prostate,baseline,40000,68,67,67,0.18057740361094085
prostate,baseline,40000,68,62,62,0.16606461649726995
prostate,baseline,40000,68,67,67,0.0511199626927841
prostate,baseline,40000,68,67,67,0.1272808443004274
prostate,baseline,40000,68,65,65,0.014430014084599934
prostate,baseline,40000,68,67,67,0.25040192048090637
prostate,baseline,40000,68,60,60,0.2961392820259365
prostate,baseline,40000,68,61,61,0.025106178034260154
prostate,baseline,40000,69,34,34,0.06702051712187462
prostate,baseline,40000,69,37,37,0.1208715788245008
prostate,baseline,40000,69,34,34,0.12145278135873122
prostate,baseline,40000,69,26,26,0.1875956327053333
prostate,baseline,40000,69,68,68,0.009792584408676091
prostate,baseline,40000,69,68,68,0.08078533728148612
prostate,baseline,40000,69,67,67,0.004538808709524015
prostate,baseline,40000,69,67,67,0.04107849175681226
prostate,baseline,40000,69,66,66,0.017922125146035018
prostate,baseline,40000,69,60,60,0.10627303620897637
