dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
cand_mimic4_regime,holdout,0,0,tree,,6707,5388,0.493557265443053,0.24531930766126836,0.07262469222211312,0.5106004564369353,0.27190187547332223,0.08196668098962183
cand_mimic4_regime,holdout,0,0,global,,6707,5388,0.493557265443053,0.2449037861616888,0.07255874853173477,0.5106004564369353,0.2715037426588648,0.08189876199476014
cand_mimic4_regime,holdout,0,0,pattern_k0,0,6707,5388,0.4114270126839482,0.29604513831725227,0.07960759993316695,0.4242758099108761,0.33513382505347244,0.09061787642958934
cand_mimic4_regime,holdout,0,0,hier_cv,10000,6707,5388,0.4936476496144272,0.24488002736067227,0.07256518235596016,0.510698099371145,0.27148638581914336,0.08190546001430864
cand_mimic4_regime,holdout,0,1,tree,,6706,5405,0.4530569812101115,0.2546914592448774,0.0756577285505076,0.4682599728678214,0.28387330466085,0.08601696013450483
cand_mimic4_regime,holdout,0,1,global,,6706,5405,0.4530569812101115,0.25472579917573174,0.07578770845656856,0.4682599728678214,0.28401708151955646,0.08618042521504234
cand_mimic4_regime,holdout,0,1,pattern_k0,0,6706,5405,0.3735834706091624,0.3041095001841198,0.08412206613373886,0.38390221194230184,0.345532975619272,0.09653949591744733
cand_mimic4_regime,holdout,0,1,hier_cv,10000,6706,5405,0.4530486991810979,0.25471097360237643,0.07579015081824457,0.46825145887430547,0.2840147200653772,0.08618419941655131
cand_mimic4_regime,holdout,0,2,tree,,6706,5375,0.44866291762671034,0.2571989819655124,0.07612752745422183,0.4618704863519422,0.29253229133768055,0.08840528243008162
cand_mimic4_regime,holdout,0,2,global,,6706,5375,0.44866291762671034,0.2571220192802335,0.0761585189312064,0.4618704863519422,0.2925195163648514,0.08844343182200655
cand_mimic4_regime,holdout,0,2,pattern_k0,0,6706,5375,0.37178826377186935,0.413729923726032,0.08471220103064313,0.38371002675791227,0.47443145921754315,0.09903527309045189
cand_mimic4_regime,holdout,0,2,hier_cv,10000,6706,5375,0.4486868069404382,0.2571294177421369,0.07616152954956742,0.461901351468008,0.2925439324293143,0.08844813861606994
cand_mimic4_regime,holdout,0,3,tree,,6706,5378,0.45953507963374607,0.25555861371205796,0.07540606558235513,0.4741353696016829,0.2862757362789049,0.08610638518505993
cand_mimic4_regime,holdout,0,3,global,,6706,5378,0.45953507963374607,0.25536630958438294,0.07539258326564767,0.4741353696016829,0.28613121478081216,0.08609438486328856
cand_mimic4_regime,holdout,0,3,pattern_k0,0,6706,5378,0.384900857186157,0.33727315696929044,0.08150249495876527,0.39541283389808285,0.3887675732705314,0.0937687922967597
