dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
sweep_42333,holdout,0,0,tree,,8914,2311,0.9909780073949659,0.1307978331430463,0.03843974417883512,0.9823456509517494,0.2001354930479226,0.062255918636484164
sweep_42333,holdout,0,0,global,,8914,2311,0.9909780073949659,0.12425853062386531,0.03766196112181519,0.9823456509517494,0.20422582233443362,0.06336945586935615
sweep_42333,holdout,0,0,pattern_k0,0,8914,2311,0.9909114151707903,0.1235331718575833,0.03703759270916688,0.979832145463738,0.21416153852682873,0.06345426514114152
sweep_42333,holdout,0,0,hier_cv,10,8914,2311,0.9917129540100444,0.1194050442479118,0.03664535615554544,0.9827862329125462,0.19935128817138992,0.061935049056976096
sweep_42333,holdout,0,1,tree,,8914,2212,0.9895187848825626,0.13918946210892505,0.040230356907861545,0.979491033353116,0.20733204251609058,0.06322747289743123
sweep_42333,holdout,0,1,global,,8914,2212,0.9895187848825626,0.13318022936833177,0.03921491542829288,0.979491033353116,0.21155520956957513,0.06369492669052366
sweep_42333,holdout,0,1,pattern_k0,0,8914,2212,0.988733411690399,0.13849859630587713,0.037744314493476816,0.9741833701661988,0.25639151514297703,0.06381744017216923
sweep_42333,holdout,0,1,hier_cv,10,8914,2212,0.9910057730126158,0.12460517434420972,0.03741773909341738,0.9810865065721847,0.19985821124235867,0.061322391315426494
sweep_42333,holdout,0,2,tree,,8913,2313,0.9904911717663724,0.13457372533378292,0.03946847389104691,0.9831499492269568,0.19085518644817479,0.05845457006827049
sweep_42333,holdout,0,2,global,,8913,2313,0.9904911717663724,0.1272204697770084,0.038479026485409004,0.9831499492269568,0.19128879517201616,0.05849632248565696
sweep_42333,holdout,0,2,pattern_k0,0,8913,2313,0.9862262227176056,0.1406463375829627,0.03805893492168601,0.9757791680899143,0.22550232235450307,0.05925686538796598
sweep_42333,holdout,0,2,hier_cv,10,8913,2313,0.991166380803173,0.12225536428931695,0.037218059608353005,0.9836331247343906,0.18636708263140778,0.05685734549079152
sweep_42333,holdout,0,3,tree,,8913,2280,0.9910654148073453,0.13146537006563402,0.03807365788786583,0.9835714984220518,0.18993353283236994,0.057720431714215426
sweep_42333,holdout,0,3,global,,8913,2280,0.9910654148073453,0.12286967417622895,0.036829476502392273,0.9835714984220518,0.18920101886788943,0.05750013935213339
sweep_42333,holdout,0,3,pattern_k0,0,8913,2280,0.989188347904687,0.12520184543773027,0.0351433740706104,0.9775645184987793,0.21851562925953139,0.05567142233327481
sweep_42333,holdout,0,3,hier_cv,10,8913,2280,0.9920005185440937,0.11674971364226783,0.03546433632462781,0.9845524401898402,0.18294173776431602,0.05594428177231798
sweep_42333,holdout,0,4,tree,,8913,2277,0.9910789483332942,0.1305000047700781,0.038111298400745786,0.9817897731845726,0.19891607012716098,0.061573260557308815
sweep_42333,holdout,0,4,global,,8913,2277,0.9910789483332942,0.12379469797355049,0.03715543110169755,0.9817897731845726,0.2015073959173918,0.06205701908608091
sweep_42333,holdout,0,4,pattern_k0,0,8913,2277,0.9907548942091833,0.12466101909421831,0.03617858178191243,0.9787499473732557,0.22441506997917277,0.06243056411844214
sweep_42333,holdout,0,4,hier_cv,10,8913,2277,0.9919667339937037,0.11797740749331731,0.03594186619590752,0.9825601561569195,0.19604060743337273,0.06069750438625388
sweep_42333,holdout,1,0,tree,,8914,2366,0.9906146400129658,0.13329728109892333,0.03874906146506429,0.9820896156721683,0.19632069549574202,0.060621178263304355
sweep_42333,holdout,1,0,global,,8914,2366,0.9906146400129658,0.1253811823727603,0.03762071086503846,0.9820896156721683,0.19907886004742098,0.06119382540551611
sweep_42333,holdout,1,0,pattern_k0,0,8914,2366,0.9902941514602083,0.12445767153042898,0.03684500516350489,0.979136009777592,0.21066350403116546,0.06162583095661006
sweep_42333,holdout,1,0,hier_cv,10,8914,2366,0.9916151325855873,0.11933900584039435,0.036428425062186,0.9829026472654665,0.19272528510809828,0.05962993898919246
sweep_42333,holdout,1,1,tree,,8914,2209,0.9905447018214038,0.13365244896492315,0.0388328570832506,0.9822223301433234,0.20045802663925552,0.060875788311221944
sweep_42333,holdout,1,1,global,,8914,2209,0.9905447018214038,0.12761035449550534,0.03794525533749624,0.9822223301433234,0.20380488202533112,0.06098635439682153
sweep_42333,holdout,1,1,pattern_k0,0,8914,2209,0.989948836998944,0.1282035244910245,0.03676889549706859,0.9789684018102732,0.22531281846463141,0.06155592649404145
sweep_42333,holdout,1,1,hier_cv,10,8914,2209,0.9915574209565903,0.12068842223765151,0.03633786859509899,0.9834270885762315,0.19595235692256782,0.05957704838342598
sweep_42333,holdout,1,2,tree,,8913,2251,0.9900322041293754,0.1373468379175332,0.04025163366818364,0.9812744014213937,0.1997554106476702,0.061451825767354994
sweep_42333,holdout,1,2,global,,8913,2251,0.9900322041293754,0.1308642774596835,0.03932253005689482,0.9812744014213937,0.20324625650384126,0.06192965274455372
sweep_42333,holdout,1,2,pattern_k0,0,8913,2251,0.9901931926134268,0.12793294875081698,0.037732778804965554,0.9796663188922665,0.2109963578770181,0.06024761920243081
sweep_42333,holdout,1,2,hier_cv,10,8913,2251,0.9912536873898141,0.12310639428029074,0.037697331007559995,0.9830658875854588,0.1914613191779473,0.05953842368233402
sweep_42333,holdout,1,3,tree,,8913,2287,0.9905631589324161,0.1332635521383862,0.03899968514128509,0.9820138048030163,0.1981208304445215,0.06137429053912623
sweep_42333,holdout,1,3,global,,8913,2287,0.9905631589324161,0.12657104945982833,0.038172725204322175,0.9820138048030163,0.20101010238496295,0.06239058561802972
sweep_42333,holdout,1,3,pattern_k0,0,8913,2287,0.9903769738833279,0.12812694579451062,0.037233281050391066,0.9779789708479355,0.2295448757719955,0.06387799016471771
sweep_42333,holdout,1,3,hier_cv,10,8913,2287,0.9916490384570801,0.1199029149528031,0.03683888127946718,0.9827462434107148,0.1946387563100256,0.06109649400463426
sweep_42333,holdout,1,4,tree,,8913,2280,0.9907978349904867,0.13221974500381634,0.038539433499859825,0.9820984156419089,0.19731540681359838,0.060808897652946406
sweep_42333,holdout,1,4,global,,8913,2280,0.9907978349904867,0.12487928072900373,0.037535381815232076,0.9820984156419089,0.19768776520606746,0.06102689094376171
sweep_42333,holdout,1,4,pattern_k0,0,8913,2280,0.9908897813459183,0.12550881692655325,0.03664796004594547,0.9804091903253386,0.2124125804312003,0.0596580616874862
sweep_42333,holdout,1,4,hier_cv,10,8913,2280,0.9913854924310603,0.12155522250366155,0.03677542016294463,0.9824621353121578,0.1950385648916387,0.05963447138223958
sweep_42333,holdout,2,0,tree,,8914,2235,0.9923063513522351,0.12594523788769188,0.03612355617818762,0.9861209250983907,0.17539483074526083,0.05310164366411859
sweep_42333,holdout,2,0,global,,8914,2235,0.9923063513522351,0.11604066751627214,0.034654119096804485,0.9861209250983907,0.17131760644996563,0.05254898020229201
sweep_42333,holdout,2,0,pattern_k0,0,8914,2235,0.9925223154183183,0.11374768963546554,0.03337740213773015,0.9854280108564671,0.1795690720817481,0.0521185688508026
sweep_42333,holdout,2,0,hier_cv,10,8914,2235,0.9928511784437101,0.11142992098408411,0.03341143526293554,0.9863879241442581,0.1708800244243429,0.051974762461094635
sweep_42333,holdout,2,1,tree,,8914,2277,0.9906805734653944,0.13420728026097978,0.0394585514662669,0.981719886783185,0.19856041848719858,0.06252712973239517
sweep_42333,holdout,2,1,global,,8914,2277,0.9906805734653944,0.12736829297367638,0.03851636363780325,0.981719886783185,0.19905175395367178,0.06318947709096612
sweep_42333,holdout,2,1,pattern_k0,0,8914,2277,0.9887726863784018,0.13246690185903537,0.037876153016799044,0.9735608532992398,0.2362363629423361,0.06549281220915935
sweep_42333,holdout,2,1,hier_cv,10,8914,2277,0.9913611138464152,0.12252238480830353,0.03716922354516588,0.9822607429959104,0.1947109492104086,0.061676762459812025
sweep_42333,holdout,2,2,tree,,8913,2300,0.9893995904865236,0.13831851360085853,0.04052457378133407,0.9806250504175061,0.2042447197186135,0.0621882484203345
sweep_42333,holdout,2,2,global,,8913,2300,0.9893995904865236,0.1332345717148756,0.03978222122866226,0.9806250504175061,0.20973145848949834,0.06253804116436898
sweep_42333,holdout,2,2,pattern_k0,0,8913,2300,0.9879989069454433,0.13945671633536577,0.0395745162375403,0.9750073800391346,0.2481676518525685,0.06385407297856523
sweep_42333,holdout,2,2,hier_cv,10,8913,2300,0.9905569946202076,0.12717257479059574,0.03877769187219007,0.9820646576063484,0.19989186058045086,0.060712250065726905
sweep_42333,holdout,2,3,tree,,8913,2262,0.9896483262182213,0.1385485829466692,0.040510021815454045,0.9789407919807892,0.21404418008345324,0.06574025040235137
sweep_42333,holdout,2,3,global,,8913,2262,0.9896483262182213,0.13262451327937846,0.03964670608211327,0.9789407919807892,0.22014219653589062,0.06660212579394079
sweep_42333,holdout,2,3,pattern_k0,0,8913,2262,0.9902694836727597,0.12719939649380635,0.03814790879820565,0.9795830700223469,0.21406813759928262,0.06418364917236968
sweep_42333,holdout,2,3,hier_cv,10,8913,2262,0.990947500587287,0.12492345880509133,0.03816696459438661,0.9809421510251733,0.20723091115578396,0.06429221107935676
sweep_42333,holdout,2,4,tree,,8913,2262,0.9903495316315836,0.13346693885873392,0.03880150423383691,0.9825848444298946,0.19432387706203078,0.05910931406585247
sweep_42333,holdout,2,4,global,,8913,2262,0.9903495316315836,0.12674266823272,0.0377828267085426,0.9825848444298946,0.19703805447723732,0.05939176753009912
sweep_42333,holdout,2,4,pattern_k0,0,8913,2262,0.9669732836161533,0.1968942389216388,0.038918149746394154,0.971311498663551,0.2496193819356977,0.06015439555909646
sweep_42333,holdout,2,4,hier_cv,10,8913,2262,0.9914538414443302,0.12013968075537947,0.036343356689317534,0.983279698859572,0.19104122963486597,0.05786750786404498
