dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
sweep_42737,holdout,0,0,tree,,12000,221,0.6334867300190913,0.5979149922321714,0.20867731744497478,0.13483205782312924,0.14532728098262157,0.030126782254656374
sweep_42737,holdout,0,0,global,,12000,221,0.6334867300190913,0.5978745890658623,0.20866088114332074,0.13483205782312924,0.14517945866136153,0.030059842455170606
sweep_42737,holdout,0,0,pattern_k0,0,12000,221,0.6322208730465169,0.6001600458498079,0.20872598099825623,0.15093729799612152,0.25458151974366705,0.0290377987937951
sweep_42737,holdout,0,0,hier_cv,10000,12000,221,0.6335416047259821,0.5978745392244638,0.2086596817960364,0.13483205782312924,0.14519591122614853,0.030061776326488904
sweep_42737,holdout,0,1,tree,,12000,195,0.6275511050549425,0.6042224178942683,0.21113009408996014,0.23445927166058833,0.21193870790364291,0.055499573836810055
sweep_42737,holdout,0,1,global,,12000,195,0.6275511050549425,0.6042300155686389,0.2111298286810489,0.23445927166058833,0.21238683458566168,0.055554642788626964
sweep_42737,holdout,0,1,pattern_k0,0,12000,195,0.6272487580444258,0.6043513340524458,0.21116421550953737,0.17968914933584948,0.21614891410168513,0.0562850664171256
sweep_42737,holdout,0,1,hier_cv,10000,12000,195,0.6275336263663962,0.604234349479955,0.2111312222943735,0.23445927166058833,0.21238522928786246,0.05555422361956428
sweep_42737,holdout,0,2,tree,,12000,257,0.63430518095087,0.597869116771482,0.2084507007226342,0.28934615095352845,0.20512425094463968,0.05318275671572182
sweep_42737,holdout,0,2,global,,12000,257,0.63430518095087,0.5978622311305033,0.20844661316921853,0.28934615095352845,0.20524036195265988,0.05319248517555747
sweep_42737,holdout,0,2,pattern_k0,0,12000,257,0.634455698258108,0.5979525988297738,0.20838285447340982,0.29368313700569537,0.2182207469864203,0.05327690685860702
sweep_42737,holdout,0,2,hier_cv,10000,12000,257,0.6343160205689723,0.5978464367854184,0.20843986566689363,0.28934615095352845,0.2052393033582706,0.05319256945006525
sweep_42737,holdout,0,3,tree,,12000,227,0.6318908442838768,0.5988841264624649,0.2094121909406188,0.050579322638146164,0.08454795997502741,0.01785910827590716
sweep_42737,holdout,0,3,global,,12000,227,0.6318908442838768,0.5988857458745671,0.20941183842391153,0.050579322638146164,0.08435601617034182,0.017841091449272022
sweep_42737,holdout,0,3,pattern_k0,0,12000,227,0.6304274950703092,0.5989096013194748,0.20944519935478031,0.050024997414060614,0.08224926296670976,0.01776842237334709
sweep_42737,holdout,0,3,hier_cv,10000,12000,227,0.631854557258544,0.5988851408270893,0.20941157409132408,0.050579322638146164,0.08435676570177532,0.01784185225279138
sweep_42737,holdout,0,4,tree,,12000,238,0.6251108565663716,0.6014647470863042,0.20994033073695642,0.387478778901164,0.14128303625724206,0.03187799690587817
sweep_42737,holdout,0,4,global,,12000,238,0.6251108565663716,0.6014653525249255,0.20994020272947186,0.387478778901164,0.14127432416324048,0.03187749077706353
sweep_42737,holdout,0,4,pattern_k0,0,12000,238,0.6248049772711148,0.6015321242781888,0.20998496861666952,0.3165462939208795,0.14089303796193722,0.03413621491417682
sweep_42737,holdout,0,4,hier_cv,1000,12000,238,0.6251128910204856,0.6014554074598751,0.20992712353916299,0.3874480852240615,0.14127741583860728,0.031873231361224
sweep_42737,holdout,1,0,tree,,12000,229,0.6325097214208684,0.5998818077882783,0.20950145768491882,0.22409707840620535,0.22303756590175164,0.05893709137923585
sweep_42737,holdout,1,0,global,,12000,229,0.6325097214208684,0.5998830279480745,0.2095068901899294,0.22409707840620535,0.22254151829114527,0.05888773572031318
sweep_42737,holdout,1,0,pattern_k0,0,12000,229,0.6318436372854237,0.6002236452524831,0.20960746402571567,0.20834260139786784,0.2275648566638181,0.05970351459118535
sweep_42737,holdout,1,0,hier_cv,10000,12000,229,0.6324270155618412,0.5998792194337389,0.20950448396681773,0.22409707840620535,0.2225325130108629,0.05888815186033993
sweep_42737,holdout,1,1,tree,,12000,263,0.6427319635437009,0.5936622700298925,0.20666980066093238,0.2717886108474775,0.17412900734356834,0.04083912284734306
sweep_42737,holdout,1,1,global,,12000,263,0.6427319635437009,0.5936595035596954,0.20666873394780486,0.2717886108474775,0.1741400582814441,0.04083878816660858
sweep_42737,holdout,1,1,pattern_k0,0,12000,263,0.6426478679431082,0.5943527416314078,0.2066738018257797,0.24829888955663484,0.2053786544149705,0.04065866965513048
sweep_42737,holdout,1,1,hier_cv,10000,12000,263,0.6427041210046868,0.5936525337065985,0.20666534750429333,0.2717886108474775,0.17414747558400026,0.04083780520611656
sweep_42737,holdout,1,2,tree,,12000,202,0.618007937484317,0.6045914475712754,0.21168783726340107,0.28833124527142934,0.16016051337616496,0.03241634532106193
sweep_42737,holdout,1,2,global,,12000,202,0.618007937484317,0.6046091656314975,0.21169444845160518,0.28833124527142934,0.1603033854330854,0.03238090227081544
sweep_42737,holdout,1,2,pattern_k0,0,12000,202,0.6179847108807983,0.6046987024599535,0.21165866367881547,0.29458591264318823,0.1727785039217046,0.032562995272904564
sweep_42737,holdout,1,2,hier_cv,10000,12000,202,0.6180089980103939,0.6046079945882723,0.2116938183357357,0.28833124527142934,0.16030360385762324,0.03238078825346024
sweep_42737,holdout,1,3,tree,,12000,202,0.6267612161626472,0.6011560912538062,0.21004172063722823,0.2709568806343,0.11324045744302898,0.02733186456585491
sweep_42737,holdout,1,3,global,,12000,202,0.6267612161626472,0.6011432144016889,0.21003656337979904,0.2709568806343,0.11302067589095383,0.027316691777802247
sweep_42737,holdout,1,3,pattern_k0,0,12000,202,0.6262178786601559,0.601745417579739,0.21015794811218957,0.21657748360045986,0.12998354475992338,0.028592920427192633
