cohort,feature_set,subsample_n,pattern_size,ancestor_size,n_shared,mean_abs_diff
prostate,full,40000,78,58,58,0.12221039970402471
prostate,full,40000,78,77,77,0.11694252746035591
prostate,full,40000,78,59,59,0.03306505230889675
prostate,full,40000,78,77,77,0.015167633440297318
prostate,full,40000,78,75,75,0.014256763097408195
prostate,full,40000,78,77,77,0.15610678754209995
prostate,full,40000,78,71,71,0.015404785411342027
prostate,full,40000,78,70,70,0.04356713080923245
prostate,full,40000,78,66,66,0.018417557457676197
prostate,full,40000,78,63,63,0.08721622793219772
prostate,full,40000,78,77,77,0.33841241834254543
prostate,full,40000,78,77,77,0.1324525295118375
prostate,full,40000,78,77,77,0.04335300005159142
prostate,full,40000,78,75,75,0.04313474218140176
prostate,full,40000,78,50,50,0.1349807393672476
prostate,full,40000,78,48,48,0.13225227448050927
prostate,full,40000,78,44,44,0.11006187010907134
prostate,full,40000,78,77,77,0.251947353179838
prostate,full,40000,78,77,77,0.24439017101715502
prostate,full,40000,78,72,72,0.24647517923820184
prostate,full,40000,78,75,75,0.03914330982126115
prostate,full,40000,78,77,77,0.018913021399212356
prostate,full,40000,78,65,65,0.08538110294059185
prostate,full,40000,78,63,63,0.08736928726064493
prostate,full,40000,78,62,62,0.014810283098527655
prostate,full,40000,78,77,77,0.19282108133718848
prostate,full,40000,78,77,77,0.1446688079332016
prostate,full,40000,78,77,77,0.05847085802113708
prostate,full,40000,78,73,73,0.1354230339289206
prostate,full,40000,78,66,66,0.028041073496046034
prostate,full,40000,78,77,77,0.2295055711891126
prostate,full,40000,78,70,70,0.21454158271949764
prostate,full,40000,78,73,73,0.2909759424948539
prostate,full,40000,78,66,66,0.32914641519998245
prostate,full,40000,78,41,41,0.3056798855088501
prostate,full,40000,78,77,77,0.3034400404997227
prostate,full,40000,78,70,70,0.35031131934225934
prostate,full,40000,78,76,76,0.11011412435947987
prostate,full,40000,78,74,74,0.1591603913097554
prostate,full,40000,78,73,73,0.12501295943331142
prostate,full,40000,78,72,72,0.13757064073611078
prostate,full,40000,78,77,77,0.12167285148233092
prostate,full,40000,78,77,77,0.10174309407448781
prostate,full,40000,78,74,74,0.058591915119710264
prostate,full,40000,78,73,73,0.12298708661181079
prostate,full,40000,78,44,44,0.02223312949413746
prostate,full,40000,78,77,77,0.17239251842474648
prostate,full,40000,78,71,71,0.02680096999955958
prostate,full,40000,78,43,43,0.07012738737857155
prostate,full,40000,78,70,70,0.005932665410269784
prostate,full,40000,78,75,75,0.19238707513306316
prostate,full,40000,78,43,43,0.221754284173983
prostate,full,40000,78,72,72,0.0599273935517553
prostate,full,40000,78,77,77,0.008517525948507701
prostate,full,40000,78,77,77,0.0029883618807969204
prostate,full,40000,78,74,74,0.015427169678534084
prostate,full,40000,78,77,77,0.21787569607608268
prostate,full,40000,78,77,77,0.18366784204603723
prostate,full,40000,78,64,64,0.03591821901731962
prostate,full,40000,78,77,77,0.024819561849719406
prostate,full,40000,78,77,77,0.010474929694576841
prostate,full,40000,78,77,77,0.010693340417367745
prostate,full,40000,78,77,77,0.009149570900421726
prostate,full,40000,78,76,76,0.009552524800739289
prostate,full,40000,78,75,75,0.010136116564287985
prostate,full,40000,78,77,77,0.039230148375739037
prostate,full,40000,78,77,77,0.005412474473739766
prostate,full,40000,78,58,58,0.02524138314766281
prostate,full,40000,78,77,77,0.1590072886671926
prostate,full,40000,78,76,76,0.12683984186506034
prostate,full,40000,78,77,77,0.0773909328811298
prostate,full,40000,78,47,47,0.14973226169414544
prostate,full,40000,78,39,39,0.11256977882716733
prostate,full,40000,78,77,77,0.25651405814366196
prostate,full,40000,78,75,75,0.03215378710980723
prostate,full,40000,79,70,70,0.17946107299971897
prostate,full,40000,79,66,66,0.1985139779955137
prostate,full,40000,79,75,75,0.00583927229320675
prostate,full,40000,79,75,75,0.011270576784907236
prostate,full,40000,79,73,73,0.0059685407896518565
prostate,full,40000,79,78,78,0.0172875520769214
prostate,full,40000,79,76,76,0.003527560025750002
prostate,full,40000,79,75,75,0.06371938709789363
prostate,full,40000,79,75,75,0.016819878452575838
prostate,full,40000,79,75,75,0.014869525859536988
prostate,full,40000,79,73,73,0.013752313907719554
prostate,full,40000,79,72,72,0.006484564339954275
prostate,full,40000,79,70,70,0.017691484462194065
prostate,full,40000,79,59,59,0.016053664726394516
prostate,full,40000,79,59,59,0.17325838330649726
prostate,full,40000,79,43,43,0.23108190378984075
prostate,full,40000,79,78,78,0.03878067805137716
prostate,full,40000,79,78,78,0.0035756850373541106
prostate,full,40000,79,43,43,0.026744487618097536
prostate,full,40000,79,78,78,0.12777122248558498
prostate,full,40000,79,75,75,0.07848791029726013
prostate,full,40000,79,66,66,0.2479300446552725
prostate,full,40000,79,77,77,0.16501793290927455
prostate,full,40000,79,73,73,0.17255062375110042
prostate,full,40000,79,63,63,0.1837695597083409
prostate,full,40000,79,23,23,0.106809175570054
prostate,full,40000,79,44,44,0.03000499867922503
prostate,full,40000,79,43,43,0.025312835421052848
prostate,full,40000,79,74,74,0.17581258242033904
prostate,full,40000,79,59,59,0.13040725370915998
prostate,full,40000,79,44,44,0.05909226209424192
prostate,full,40000,79,78,78,0.10363600431441558
prostate,full,40000,79,78,78,0.17613749287601804
prostate,full,40000,79,44,44,0.028987158588618386
prostate,full,40000,79,43,43,0.027557093256549307
prostate,full,40000,79,74,74,0.23524247482042393
