dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
sweep_42093,holdout,0,0,tree,,12000,3809,0.9999857613775032,0.004806411818356114,0.0014286673740694603,0.9999766335097663,0.007860139390881947,0.0022723468435123855
sweep_42093,holdout,0,0,global,,12000,3809,0.9999857613775032,0.004553178164372977,0.0013674896214344583,0.9999766335097663,0.007324133956850169,0.002170461102594831
sweep_42093,holdout,0,0,pattern_k0,0,12000,3809,0.9990493485149462,0.015709569988103203,0.0020864013095908914,0.9993371604341903,0.025448347035906108,0.003605419126710329
sweep_42093,holdout,0,0,hier_cv,10000,12000,3809,0.9999857613775032,0.004553283777187146,0.001367507275801128,0.9999766335097663,0.0073240269330484675,0.002170473748181535
sweep_42093,holdout,0,0,switch_cv,global,12000,3809,0.9999857613775032,0.004553178164372977,0.0013674896214344583,0.9999766335097663,0.007324133956850169,0.002170461102594831
sweep_42093,holdout,0,1,tree,,12000,3894,0.9999258039169344,0.0028801611009633757,0.0006355026212858148,0.9998602736230741,0.005102245554824718,0.0008091348030725523
sweep_42093,holdout,0,1,global,,12000,3894,0.9999258039169344,0.0029500095520227053,0.0006569201428788388,0.9998602736230741,0.0048496641997838345,0.0008325389168747631
sweep_42093,holdout,0,1,pattern_k0,0,12000,3894,0.9996134245790554,0.005650851245494609,0.0008743805413403844,0.9993782144195831,0.01093694460761357,0.0009836476401778205
sweep_42093,holdout,0,1,hier_cv,10000,12000,3894,0.9999258039169344,0.00294995484726221,0.0006569121400310347,0.9998602736230741,0.004849910167114316,0.0008325646947348652
sweep_42093,holdout,0,1,switch_cv,global,12000,3894,0.9999258039169344,0.0029500095520227053,0.0006569201428788388,0.9998602736230741,0.0048496641997838345,0.0008325389168747631
sweep_42093,holdout,0,2,tree,,12000,3977,0.999988002090074,0.004262427996748461,0.0012616031693712438,0.9999969950445539,0.0024015123444337174,0.0007550242821512352
