dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
sweep_46654,holdout,0,0,tree,,9978,0,0.9716854220703924,0.028140685515505755,0.008019751518988587,nan,nan,nan
sweep_46654,holdout,0,0,global,,9978,0,0.9716854220703924,0.028254268664727866,0.008051429142957898,nan,nan,nan
sweep_46654,holdout,0,0,pattern_k0,0,9978,0,0.9717723597588734,0.028201235129729732,0.00800594666654103,nan,nan,nan
sweep_46654,holdout,0,0,hier_cv,10000,9978,0,0.9716924485527353,0.028254902342505953,0.00805137374599843,nan,nan,nan
sweep_46654,holdout,0,0,switch_cv,global,9978,0,0.9716854220703924,0.028254268664727866,0.008051429142957898,nan,nan,nan
sweep_46654,holdout,0,1,tree,,9978,0,0.975523441964374,0.026423173340430935,0.007895400605211891,nan,nan,nan
sweep_46654,holdout,0,1,global,,9978,0,0.975523441964374,0.026158191256211587,0.007878927309658341,nan,nan,nan
sweep_46654,holdout,0,1,pattern_k0,0,9978,0,0.9750832357223049,0.02634859714455519,0.007933564407991223,nan,nan,nan
sweep_46654,holdout,0,1,hier_cv,10000,9978,0,0.975526902161877,0.026157954259234617,0.007878915792091165,nan,nan,nan
sweep_46654,holdout,0,1,switch_cv,global,9978,0,0.975523441964374,0.026158191256211587,0.007878927309658341,nan,nan,nan
sweep_46654,holdout,0,2,tree,,9978,0,0.973007501434967,0.027767443232368908,0.008556808841485818,nan,nan,nan
sweep_46654,holdout,0,2,global,,9978,0,0.973007501434967,0.0276360912524944,0.00855683630787,nan,nan,nan
sweep_46654,holdout,0,2,pattern_k0,0,9978,0,0.9730891051384056,0.027617342987499148,0.008548123067183798,nan,nan,nan
sweep_46654,holdout,0,2,hier_cv,100,9978,0,0.9730409613003969,0.027607509092875005,0.008549669909992253,nan,nan,nan
sweep_46654,holdout,0,2,switch_cv,global,9978,0,0.973007501434967,0.0276360912524944,0.00855683630787,nan,nan,nan
sweep_46654,holdout,0,3,tree,,9978,0,0.9757103416206009,0.026201157787120222,0.007737544437650135,nan,nan,nan
sweep_46654,holdout,0,3,global,,9978,0,0.9757103416206009,0.02619278389684986,0.007766022820948394,nan,nan,nan
sweep_46654,holdout,0,3,pattern_k0,0,9978,0,0.9758112761303549,0.026014354434971042,0.007708457836663062,nan,nan,nan
sweep_46654,holdout,0,3,hier_cv,100,9978,0,0.9757632271177449,0.026152871894320587,0.007757997568101702,nan,nan,nan
sweep_46654,holdout,0,3,switch_cv,global,9978,0,0.9757103416206009,0.02619278389684986,0.007766022820948394,nan,nan,nan
sweep_46654,holdout,0,4,tree,,9978,0,0.972065182487922,0.027570764193993843,0.007649662669022207,nan,nan,nan
sweep_46654,holdout,0,4,global,,9978,0,0.972065182487922,0.027580615550208423,0.007638757765183954,nan,nan,nan
sweep_46654,holdout,0,4,pattern_k0,0,9978,0,0.9718031360917606,0.027756324716309143,0.007650162342446147,nan,nan,nan
sweep_46654,holdout,0,4,hier_cv,100,9978,0,0.9720574644197665,0.02762917912305315,0.007642388584415424,nan,nan,nan
sweep_46654,holdout,0,4,switch_cv,global,9978,0,0.972065182487922,0.027580615550208423,0.007638757765183954,nan,nan,nan
sweep_46654,holdout,1,0,tree,,9978,0,0.9663825429934979,0.03088365204319398,0.009278037808889862,nan,nan,nan
sweep_46654,holdout,1,0,global,,9978,0,0.9663825429934979,0.030996624022684747,0.009321498331084399,nan,nan,nan
sweep_46654,holdout,1,0,pattern_k0,0,9978,0,0.966679537568458,0.030940629305245656,0.009284197702001784,nan,nan,nan
sweep_46654,holdout,1,0,hier_cv,1000,9978,0,0.9664627380370856,0.0309886454840409,0.009320507088029494,nan,nan,nan
sweep_46654,holdout,1,0,switch_cv,global,9978,0,0.9663825429934979,0.030996624022684747,0.009321498331084399,nan,nan,nan
sweep_46654,holdout,1,1,tree,,9978,0,0.9727067025790415,0.027894543824075347,0.008341796463425468,nan,nan,nan
sweep_46654,holdout,1,1,global,,9978,0,0.9727067025790415,0.02785193486133782,0.008359092014114807,nan,nan,nan
sweep_46654,holdout,1,1,pattern_k0,0,9978,0,0.9724464962582076,0.02798365990450462,0.008374950374577837,nan,nan,nan
sweep_46654,holdout,1,1,hier_cv,10000,9978,0,0.9727106452157188,0.027854717821081884,0.008359551419797606,nan,nan,nan
sweep_46654,holdout,1,1,switch_cv,global,9978,0,0.9727067025790415,0.02785193486133782,0.008359092014114807,nan,nan,nan
sweep_46654,holdout,1,2,tree,,9978,0,0.9802390728402995,0.02386876695137571,0.006954914931622102,nan,nan,nan
sweep_46654,holdout,1,2,global,,9978,0,0.9802390728402995,0.023564661978459026,0.006925334009701005,nan,nan,nan
sweep_46654,holdout,1,2,pattern_k0,0,9978,0,0.9802064277750522,0.02352590848823459,0.0069422701373994386,nan,nan,nan
sweep_46654,holdout,1,2,hier_cv,100,9978,0,0.9802856902833954,0.02348126684891118,0.006925299223488325,nan,nan,nan
sweep_46654,holdout,1,2,switch_cv,global,9978,0,0.9802390728402995,0.023564661978459026,0.006925334009701005,nan,nan,nan
sweep_46654,holdout,1,3,tree,,9978,0,0.9744647912193035,0.026165950514469453,0.007403736678124742,nan,nan,nan
sweep_46654,holdout,1,3,global,,9978,0,0.9744647912193035,0.026045868485351818,0.007406516772998685,nan,nan,nan
sweep_46654,holdout,1,3,pattern_k0,0,9978,0,0.9744423141884471,0.025986853415825985,0.007377669960387032,nan,nan,nan
sweep_46654,holdout,1,3,hier_cv,1000,9978,0,0.9744587358218205,0.026037861754769374,0.007406182298696226,nan,nan,nan
sweep_46654,holdout,1,3,switch_cv,global,9978,0,0.9744647912193035,0.026045868485351818,0.007406516772998685,nan,nan,nan
sweep_46654,holdout,1,4,tree,,9978,0,0.9763350393220047,0.025779592640671836,0.007420065436256095,nan,nan,nan
sweep_46654,holdout,1,4,global,,9978,0,0.9763350393220047,0.025809801224171227,0.007445030973098307,nan,nan,nan
sweep_46654,holdout,1,4,pattern_k0,0,9978,0,0.9761812230567376,0.025859918512167228,0.007428756876348476,nan,nan,nan
sweep_46654,holdout,1,4,hier_cv,10000,9978,0,0.9763286542478552,0.025810281795364213,0.007444941396277262,nan,nan,nan
sweep_46654,holdout,1,4,switch_cv,global,9978,0,0.9763350393220047,0.025809801224171227,0.007445030973098307,nan,nan,nan
sweep_46654,holdout,2,0,tree,,9978,0,0.9768274422540751,0.025685776802566045,0.0074999618267594945,nan,nan,nan
sweep_46654,holdout,2,0,global,,9978,0,0.9768274422540751,0.025463606664283194,0.007471697003977095,nan,nan,nan
sweep_46654,holdout,2,0,pattern_k0,0,9978,0,0.9767324011785989,0.025470435970613246,0.0074637092373889945,nan,nan,nan
sweep_46654,holdout,2,0,hier_cv,100,9978,0,0.9768816325903135,0.025416248223384393,0.007454950697917621,nan,nan,nan
sweep_46654,holdout,2,0,switch_cv,global,9978,0,0.9768274422540751,0.025463606664283194,0.007471697003977095,nan,nan,nan
sweep_46654,holdout,2,1,tree,,9978,0,0.9690242932890519,0.0299162321790139,0.008745487840293695,nan,nan,nan
sweep_46654,holdout,2,1,global,,9978,0,0.9690242932890519,0.029932348717803318,0.008763444815632553,nan,nan,nan
sweep_46654,holdout,2,1,pattern_k0,0,9978,0,0.9681171279801696,0.030199277512963165,0.008833443593851012,nan,nan,nan
sweep_46654,holdout,2,1,hier_cv,100,9978,0,0.968987699380756,0.029954585520970647,0.00877775177892947,nan,nan,nan
