dataset,slice,seed,fold,arm,kappa,n_test,n_small,auprc,logloss,brier,small_auprc,small_logloss,small_brier
sweep_42136,holdout,0,0,tree,,12000,204,0.999999611790518,0.0005413439085954377,8.538567450652366e-05,0.999706513447459,0.030193815842057502,0.0049503734822791716
sweep_42136,holdout,0,0,global,,12000,204,0.999999611790518,0.0005306755481533017,8.806723499526443e-05,0.999706513447459,0.02599933964861998,0.004959766183747838
sweep_42136,holdout,0,0,pattern_k0,0,12000,204,1.0,0.00018291425034723752,4.908000196211547e-05,1.0,0.008371777020567238,0.00285815899950051
sweep_42136,holdout,0,0,hier_cv,10,12000,204,0.9999999723007588,0.0003424364638910767,8.083615622360993e-05,0.9999275677241778,0.015130636232251271,0.0043623419676989015
sweep_42136,holdout,0,0,switch_cv,global,12000,204,0.999999611790518,0.0005306755481533017,8.806723499526443e-05,0.999706513447459,0.02599933964861998,0.004959766183747838
sweep_42136,holdout,0,1,tree,,12000,204,0.9999164726241888,0.0021538884821775944,0.0002479732202341948,0.9993196942133911,0.05876963668840784,0.00968439439705545
sweep_42136,holdout,0,1,global,,12000,204,0.9999164726241888,0.0018921646638558772,0.00024738949051163493,0.9993196942133911,0.05005787855093617,0.00964576862524965
sweep_42136,holdout,0,1,pattern_k0,0,12000,204,0.9999160066205263,0.002018539565606263,0.00021739926106497865,0.999853886616014,0.050329976507509894,0.007883474392673014
sweep_42136,holdout,0,1,hier_cv,10,12000,204,0.9999168331945048,0.0017920415913211213,0.0002369447800179556,0.9998538866160138,0.037062538423099034,0.009032409368645633
sweep_42136,holdout,0,1,switch_cv,k0,12000,204,0.9999160066205263,0.002018539565606263,0.00021739926106497865,0.999853886616014,0.050329976507509894,0.007883474392673014
sweep_42136,holdout,0,2,tree,,12000,209,0.9999998060084396,0.0006964195530236477,0.00016300158148818412,1.0,0.006053844814386457,0.002378873740005848
sweep_42136,holdout,0,2,global,,12000,209,0.9999998060084396,0.0006655403558326906,0.0001574864869187808,1.0,0.005910353761217028,0.002177904485441357
sweep_42136,holdout,0,2,pattern_k0,0,12000,209,0.9999997782768935,0.0011435884664777883,0.000215850546622675,1.0,0.023665812884094396,0.007148326856767201
sweep_42136,holdout,0,2,hier_cv,10,12000,209,0.9999995562580327,0.0007495223221210488,0.00015592835749352637,0.9999999999999998,0.006726452281479849,0.0018822277842801564
sweep_42136,holdout,0,2,switch_cv,global,12000,209,0.9999998060084396,0.0006655403558326906,0.0001574864869187808,1.0,0.005910353761217028,0.002177904485441357
sweep_42136,holdout,0,3,tree,,12000,204,1.0,0.0002332170596061061,7.13652681865923e-05,0.9999999999999998,0.0002681197522055419,2.977873011052326e-06
sweep_42136,holdout,0,3,global,,12000,204,1.0,0.000255347357277722,6.379517983633759e-05,0.9999999999999998,0.0007436527485278665,1.585632824931911e-05
sweep_42136,holdout,0,3,pattern_k0,0,12000,204,0.9999999723007588,0.0002609450302671852,6.857146534738712e-05,1.0,0.0016584296163718306,0.00013023472870642955
sweep_42136,holdout,0,3,hier_cv,10,12000,204,0.9999999723007588,0.00026988350940291005,6.910126712745217e-05,1.0,0.002532369199741423,0.0001210732022544328
sweep_42136,holdout,0,3,switch_cv,global,12000,204,1.0,0.000255347357277722,6.379517983633759e-05,0.9999999999999998,0.0007436527485278665,1.585632824931911e-05
sweep_42136,holdout,0,4,tree,,12000,223,0.9999998614622851,0.0005019657308971604,9.104661454849031e-05,0.9999999999999997,0.024944134098827144,0.004665786756241328
sweep_42136,holdout,0,4,global,,12000,223,0.9999998614622851,0.0005391220258286263,9.953440662918472e-05,0.9999999999999997,0.022164436694387703,0.004891868067805936
sweep_42136,holdout,0,4,pattern_k0,0,12000,223,1.0,0.0002497238758102086,5.880617505022821e-05,1.0,0.008221278806006573,0.00212165796206536
sweep_42136,holdout,0,4,hier_cv,10,12000,223,1.0,0.00036022657100780875,8.269541052011677e-05,0.9999999999999998,0.013484261091291876,0.0038797429735615125
sweep_42136,holdout,0,4,switch_cv,global,12000,223,0.9999998614622851,0.0005391220258286263,9.953440662918472e-05,0.9999999999999997,0.022164436694387703,0.004891868067805936
sweep_42136,holdout,1,0,tree,,12000,184,0.999916722300668,0.0017186804336336123,0.00017581244457944727,0.9997520524543043,0.03438743437818887,0.005418084597007787
sweep_42136,holdout,1,0,global,,12000,184,0.999916722300668,0.0014346340594878241,0.0001730106249372831,0.9997520524543043,0.02631568823570342,0.005365988748579901
sweep_42136,holdout,1,0,pattern_k0,0,12000,184,0.9999168608891356,0.0014748544122106448,0.00018926011370356437,0.9999180999180999,0.019812151724673467,0.006898828215923092
sweep_42136,holdout,1,0,hier_cv,10,12000,184,0.9999186122150381,0.0014005912378453,0.00015865877409792527,0.9999180999180997,0.014319544412815114,0.004516118043672552
sweep_42136,holdout,1,0,switch_cv,global,12000,184,0.999916722300668,0.0014346340594878241,0.0001730106249372831,0.9997520524543043,0.02631568823570342,0.005365988748579901
sweep_42136,holdout,1,1,tree,,12000,234,1.0,0.0002016194020617856,6.431555068015463e-05,1.0,0.0012614392658623244,0.00019055498493916127
